friction_model,x1,spacing_m,n_total,n_points,alpha_key,k_dx,r2_dx,k_idx,r2_idx,delta_r2,fit_ok,idx_better
steady,3000.0,20.0,6,6,alpha_2d,0.4079447607644389,0.9260730930939425,1.210010772811237,0.9934759770266762,0.06740288393273375,True,True
steady,3000.0,20.0,7,7,alpha_2d,0.4483437621022229,0.8979923783017382,1.27846502103784,0.9868516922220422,0.088859313920304,True,True
steady,3000.0,20.0,8,8,alpha_2d,0.5007363234266531,0.9038405013922239,1.3736337868377682,0.9889850484327536,0.08514454704052965,True,True
steady,3000.0,30.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,30.0,3,3,alpha_2d,0.3401322547194672,0.9442196204092808,1.4268427321033785,0.9854771541456565,0.04125753373637575,True,True
steady,3000.0,30.0,4,4,alpha_2d,0.41194423337126657,0.9010172059947776,1.5551837452193444,0.9698778767696417,0.06886067077486402,True,True
steady,3000.0,30.0,5,5,alpha_2d,0.4173516875646322,0.8915155359322877,1.4565167676459534,0.9750913247960986,0.0835757888638109,True,True
steady,3000.0,30.0,6,6,alpha_2d,0.43616112981666794,0.875303242565662,1.4353559092988235,0.9733899812734166,0.09808673870775453,True,True
steady,3000.0,30.0,7,7,alpha_2d,0.4883144462236516,0.8570722568223706,1.530525142419915,0.9652126161526495,0.10814035933027888,True,True
steady,3000.0,30.0,8,8,alpha_2d,0.5136270469469433,0.8317579831587161,1.5518738846847924,0.9551876294160087,0.12342964625729258,True,True
steady,3000.0,40.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,40.0,3,3,alpha_2d,0.3147247525165618,0.9472774287677511,1.421825766547615,0.9884550246021924,0.04117759583444125,True,True
steady,3000.0,40.0,4,4,alpha_2d,0.3660322385540197,0.8754366343696928,1.4896911291287185,0.9588999648060739,0.0834633304363811,True,True
steady,3000.0,40.0,5,5,alpha_2d,0.3821250822351729,0.9127091717244278,1.4181025275458303,0.9873814526906777,0.0746722809662499,True,True
steady,3000.0,40.0,6,6,alpha_2d,0.4092181574663196,0.8640601836691323,1.4360259986608075,0.9702582533642939,0.10619806969516166,True,True
steady,3000.0,40.0,7,7,alpha_2d,0.435789121550396,0.8638569604475661,1.4522635344319377,0.9739367263495866,0.11007976590202051,True,True
steady,3000.0,40.0,8,8,alpha_2d,0.46443870800440185,0.8670671716780147,1.487237155741382,0.9784560912623351,0.1113889195843204,True,True
steady,3000.0,50.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,50.0,3,3,alpha_2d,0.29410798413567807,0.9382336611002895,1.4060180399053916,0.9850076280005239,0.04677396690023439,True,True
steady,3000.0,50.0,4,4,alpha_2d,0.3223429880732146,0.8867101817200178,1.3721346500355158,0.9693422466254189,0.08263206490540109,True,True
steady,3000.0,50.0,5,5,alpha_2d,0.32899160952061357,0.9282386630630152,1.2766423087959577,0.9947368394312572,0.06649817636824207,True,True
steady,3000.0,50.0,6,6,alpha_2d,0.38842447176065775,0.8885029855384573,1.4211233777045071,0.9818782595997113,0.09337527406125401,True,True
steady,3000.0,50.0,7,7,alpha_2d,0.3971234093174391,0.8786641766543538,1.3860903318221596,0.9839060193726848,0.10524184271833104,True,True
steady,3000.0,50.0,8,8,alpha_2d,0.3861203342792956,0.8704733473111301,1.291160255412621,0.9850499423520602,0.1145765950409301,True,True
steady,3000.0,60.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,60.0,3,3,alpha_2d,0.27399810075550923,0.9205796172315518,1.3717243537470811,0.9767251964159579,0.0561455791844061,True,True
steady,3000.0,60.0,4,4,alpha_2d,0.3162573272945769,0.9056873400858838,1.3970032219105355,0.979533908317252,0.07384656823136815,True,True
steady,3000.0,60.0,5,5,alpha_2d,0.31328295157457153,0.9307645388282795,1.2600539372188924,0.9953395954672165,0.06457505663893703,True,True
steady,3000.0,60.0,6,6,alpha_2d,0.3519586378700239,0.8994395980986113,1.3365038091547863,0.9892612529984169,0.08982165489980565,True,True
steady,3000.0,60.0,7,7,alpha_2d,0.3514155216247174,0.8693040927556647,1.2707789506809255,0.9834074911406427,0.11410339838497807,True,True
steady,3000.0,60.0,8,8,alpha_2d,0.3560196469634302,0.8261459985592133,1.2402390268269357,0.9703433231783122,0.14419732461909884,True,True
steady,3000.0,70.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,70.0,3,3,alpha_2d,0.18168135289838344,0.9656449793711497,0.9242545340212864,0.9997498298855089,0.034104850514359186,True,True
