sample_id,n_frac,fracture_positions_m,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5,fracture_alpha_ss,fracture_Q_ss_m3_s,fracture_types,pump_closure_tc_s,ramp_type,wavespeed_m_s,H_ext_m,initial_velocity_m_s,H0_realized_m,perf_num_holes,perf_diameter_m,perf_cd,has_fault,fault_cluster_idx,steady_mass_residual,pre_shut_drift_m
0,1,4691.2905,0.01252255,9.8543904e-05,234723.14,1.0,0.01697128,Type I: 优势发育主进液簇,0.009131998755037785,cosine,1465.221435546875,152.63583374023438,1.1072149276733398,29935.00390625,8,0.008813210527883763,0.6719858733978168,0,-1,4.4974705112454244e-15,1.4297256711870432e-09
1,6,4789.9487|4801.7007|4817.8726|4855.1943|4894.985|4943.6855,0.010063531|0.005785823|0.016030638|0.0034346862|0.0058714803|0.010444785,0.00014827472|9.3287745e-05|0.00024264448|6.830989e-05|9.336066e-05|0.00020332685,568370.25|802834.75|317827.06|909772.06|751062.8|494730.47,0.17479983|0.11026358|0.28510892|0.080832325|0.11034106|0.23865427,0.0028382563|0.0017903695|0.004629365|0.0013124889|0.0017916276|0.0038750723,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇,0.0619472898542881,linear,1486.7772216796875,52.78348922729492,1.0593217611312866,475.1266784667969,6,0.008420292940044606,0.6105534202319879,0,-1,9.572550407508859e-14,4.376943252282217e-11
2,2,4663.7783|4700.514,0.017429646|0.010441405,9.549054e-05|8.321867e-05,84032.92|112303.445,0.53433746|0.4656625,0.009792824|0.008534215,Type I: 优势发育主进液簇|Type I: 优势发育主进液簇,0.04794306308031082,cosine,1462.8106689453125,153.8043975830078,1.1956652402877808,10742.4013671875,8,0.010497473342403512,0.7417862868389872,0,-1,7.875193959406765e-14,3.637978807091713e-12
3,4,4770.489|4796.8296|4840.966|4860.3237,0.015237479|0.0057983617|0.008563658|0.0025403267,0.00015262201|7.684789e-05|0.00012926363|4.168229e-05,212379.72|452755.62|326138.78|603282.8,0.38104177|0.19207236|0.32262424|0.10426163,0.005822866|0.0029351418|0.0049301623|0.0015932677,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇,0.05372079461812973,cosine,1435.103271484375,82.28828430175781,0.9969687461853027,1590.466064453125,4,0.01073182478493685,0.7318268565761898,0,-1,2.7584956074997585e-14,1.425632945029065e-10
4,4,4519.8696|4535.962|4573.815|4601.661,0.0007597657|0.0075511583|0.02546005|0.012845061,3.3928297e-06|8.536031e-05|0.00021143352|0.00011813212,98458820.0|455877.2|143116.55|318105.03,0.0081279725|0.20425813|0.5051204|0.28249353,0.00012596247|0.0031654707|0.007828055|0.0043779165,Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇|Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇,0.06985751539468765,linear,1498.3330078125,77.26596069335938,1.0110584497451782,1501.3865966796875,6,0.009555242114563663,0.6416805117741997,0,-1,2.0932105197378134e-14,4.729372449219227e-11
5,3,4892.625|4920.856|4938.9507,0.015203542|0.011121349|0.009180892,0.00014348196|7.643517e-05|7.598881e-05,246704.4|316891.34|370224.56,0.4845102|0.2585184|0.2569714,0.008952332|0.0047766636|0.0047480795,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇,0.06627067178487778,cosine,1476.47119140625,142.64187622070312,1.2054537534713745,4123.00146484375,6,0.009806750533434471,0.6306251610297907,0,-1,5.708218728424364e-14,3.2741809263825417e-10
6,6,4712.527|4742.2866|4765.481|4781.262|4795.398|4828.904,0.015330388|0.00095026114|0.035665423|0.0056498097|0.010800297|0.00091692863,0.00016108295|6.1455526e-06|0.00021285929|5.0887054e-05|0.00010910559|2.2622419e-06,1297206.8|73674470.0|325744.8|1974005.4|1437569.1|77701810.0,0.29502964|0.011426796|0.39341462|0.094500825|0.20141709|0.0042110127,0.006546243|0.00025354262|0.008729251|0.0020968246|0.0044691283|9.343575e-05,Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type I: 优势发育主进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇,0.07235921174287796,cosine,1496.02197265625,138.39422607421875,1.4475840330123901,1939.0325927734375,4,0.008175970550920996,0.6546319613433746,0,-1,1.673083194339217e-14,4.18367562815547e-11
7,3,4863.0166|4877.3594|4914.249,0.023000479|0.005050206|0.00859178,0.00021870984|6.406398e-05|7.58073e-05,175973.42|537234.6|462035.97,0.609227|0.17900448|0.21176854,0.011780998|0.00346152|0.004095099,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇,0.0707811564207077,linear,1403.5235595703125,90.26521301269531,1.2615958452224731,3089.77294921875,6,0.009247541879705857,0.6717497395557315,0,-1,5.5259636656031924e-14,2.651177055668086e-10
8,5,4651.346|4671.5845|4719.0264|4735.611|4747.407,0.021321619|0.003930059|0.011633981|0.008292415|0.024265114,0.00013337747|2.8085531e-05|5.3801108e-05|6.426722e-05|0.00013547919,264214.38|582053.1|418917.22|442762.03|175016.84,0.32113808|0.06776356|0.12975195|0.15494332|0.3264031,0.0073572877|0.0015524662|0.002972623|0.0035497583|0.00747791,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇,0.033614639192819595,linear,1461.4591064453125,81.31781005859375,1.494662880897522,3236.71728515625,8,0.00824678419960775,0.6341953773248148,0,-1,3.3467755747740996e-14,2.2373569663614035e-10
9,5,4612.0586|4627.8145|4638.372|4657.558|4672.831,0.0070064142|0.011906172|0.0056509604|0.010254684|0.029567216,5.9577298e-05|0.00010787616|5.740007e-05|0.00010325013|0.0003189919,212025.64|144803.92|219293.78|156595.67|56156.754,0.09221336|0.1668734|0.088830434|0.15969972|0.4923831,0.0012512916|0.002264393|0.001205387|0.0021670496|0.0066814055,Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type I: 优势发育主进液簇,0.04683122783899307,linear,1457.5216064453125,109.46644592285156,0.8852827548980713,585.6644287109375,12,0.008486874464431911,0.623055960936335,0,-1,3.7073497077171405e-14,2.4556356947869062e-11
10,5,4524.1343|4557.976|4605.297|4647.471|4676.1665,0.008981665|0.0093458295|0.007113771|0.023054743|0.00044826773,8.240582e-05|0.0015|0.00010244803|0.0003262375|2.2948475e-06,167419.4|132620.3|158649.17|55189.926|96048520.0,0.045128122|0.71983737|0.055962894|0.17781743|0.0012541694,0.00056201214|0.00896464|0.0006969452|0.002214485|1.561905e-05,Type III: 受抑/欠发育弱进液簇|Type V: 沟通天然断层/强微裂缝簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇,0.06972441077232361,cosine,1422.7537841796875,76.89164733886719,0.8124857544898987,152.26617431640625,12,0.008267332108320369,0.6782965931890299,1,1,1.5085519910074813e-13,7.844391802791506e-12
11,4,4626.3354|4647.724|4663.8687|4678.4883,0.00023478005|0.012609575|0.0026232272|0.02138228,2.6334858e-06|0.00015940888|3.546798e-05|0.00030279031,61837244.0|35277.332|62220.59|12967.547,0.005266143|0.3186586|0.07092665|0.6051486,6.5770066e-05|0.0039798003|0.0008858192|0.0075578396,Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type I: 优势发育主进液簇,0.042465921491384506,linear,1422.8369140625,129.60476684570312,0.8148036003112793,783.2160034179688,12,0.011309214718499688,0.6984830765586639,0,-1,2.333479038523021e-14,6.627942639170215e-11
12,1,4795.055,0.012,0.0007834708,58632.844,1.0,0.022185441,Type V: 沟通天然断层/强微裂缝簇,0.054844316095113754,linear,1432.203125,190.51011657714844,1.4473893642425537,1116.3482666015625,12,0.009740152409341802,0.7384637128963939,1,0,1.6060632370470257e-13,1.0186340659856796e-10
13,3,4521.2886|4544.388|4569.567,0.019203447|0.009451333|0.009007094,0.00014914053|9.874375e-05|9.571716e-05,63103.19|110129.01|110132.51,0.43401155|0.2873949|0.27859354,0.0067044655|0.0044395807|0.00430362,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇,0.07639351487159729,linear,1406.0797119140625,124.18163299560547,1.007813572883606,2191.829345703125,12,0.00915891103375262,0.666135541355677,0,-1,1.0061793249711154e-13,8.230927051045e-11
14,6,4802.8794|4847.308|4862.5923|4897.1675|4910.971|4950.0,0.0076374137|0.01642714|0.004010085|0.0043344153|0.015091449|0.012,8.199136e-05|0.00019247032|5.30676e-05|3.9191727e-05|0.00013638199|0.0014936713,1084240.5|573944.8|1300796.5|1381116.6|707778.56|585232.7,0.055264354|0.12861551|0.035754617|0.02640147|0.091341786|0.6626223,0.0012326447|0.0028687068|0.0007974895|0.000588872|0.0020373343|0.014779469,Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type IV: 砂堵闭合/未起裂死簇|Type IV: 砂堵闭合/未起裂死簇|Type III: 受抑/欠发育弱进液簇|Type V: 沟通天然断层/强微裂缝簇,0.08414249867200851,cosine,1424.0372314453125,182.9851837158203,1.4551578760147095,506.9609680175781,4,0.009268573542863631,0.6283862220705247,1,5,6.050859140994957e-14,2.029310053330846e-11
15,5,4643.366|4689.301|4729.8022|4750.6235|4775.1914,0.005|0.009520143|0.023751577|0.0033067605|0.016741384,0.0005|0.000118878444|0.00019787977|4.178214e-05|0.00016366747,215611.44|152720.0|55810.676|209378.92|102718.57,0.48295072|0.11772154|0.19592367|0.041405916|0.16199815,0.0075514726|0.0018407075|0.003063485|0.00064742763|0.0025330216,Type V: 沟通天然断层/强微裂缝簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇,0.09325964003801346,linear,1460.7855224609375,195.75051879882812,1.0201079845428467,482.3637390136719,6,0.011406336770391318,0.7355937578739207,1,0,1.6530564894354227e-13,3.5981884138891473e-11
16,6,4777.919|4819.171|4833.594|4883.4756|4928.6436|4950.0,0.00087952707|0.014206771|0.03272476|0.00023212103|0.0006036248|0.0149610415,1.5150874e-06|0.00013200846|0.00027764772|2.816039e-06|7.706693e-06|0.00012801413,90048190.0|19789.16|7336.8574|56246184.0|81500590.0|17669.121,0.0027574252|0.24017456|0.5050662|0.005122827|0.013988754|0.2328902,3.6960948e-05|0.0032193365|0.006769985|6.8667156e-05|0.0001875074|0.0031216957,Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇|Type I: 优势发育主进液簇|Type IV: 砂堵闭合/未起裂死簇|Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇,0.09107311069965363,cosine,1482.9976806640625,170.21136474609375,0.8744936585426331,800.60009765625,16,0.011040299519526493,0.6596128408290449,0,-1,1.2294603269485949e-13,6.02540239924565e-11
17,4,4783.6167|4823.0015|4840.723|4861.553,0.011320583|0.0003468266|0.028141243|0.005686995,9.4451934e-05|9.8202445e-06|0.0002217569|6.507629e-05,30021.479|72928030.0|11644.539|40669.832,0.24155721|0.025028681|0.5669927|0.1664214,0.0055025425|0.0005701398|0.012915786|0.0037909893,Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇,0.03844350948929787,linear,1477.94287109375,63.959327697753906,1.4861433506011963,3558.820068359375,12,0.01176766908000031,0.7409270012503743,0,-1,2.3455114803519472e-14,0.0
18,1,4696.611,0.011946412,9.49658e-05,50007.17,1.0,0.015495586,Type I: 优势发育主进液簇,0.07294017821550369,linear,1410.6103515625,68.92605590820312,1.0109398365020752,26751.36328125,16,0.009489917310390113,0.6245341632809542,0,-1,1.1127782858577975e-13,1.8553691916167736e-10
19,5,4749.544|4779.878|4806.0396|4835.0063|4849.775,0.005642597|0.013180628|0.009481912|0.0066708107|0.0039645247,6.2036044e-05|0.00012360449|9.543212e-05|8.095153e-05|4.5823857e-05,843676.44|436190.56|776335.94|811892.1|1097900.9,0.15228744|0.30288884|0.23379984|0.19849434|0.11252955,0.0023217653|0.0046178256|0.0035644986|0.003026233|0.0017156189,Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇,0.005939250811934471,cosine,1465.1231689453125,177.99095153808594,0.9946528673171997,1628.230712890625,4,0.00937731103962784,0.6614578149324242,0,-1,6.679041136348554e-14,9.094947017729282e-12
20,3,4865.957|4902.054|4924.7026,0.007351348|0.006081413|0.011091368,8.646229e-05|6.689099e-05|0.00012743044,32145.418|35651.08|21051.39,0.30794314|0.2382412|0.45381567,0.0055905175|0.0043251216|0.008238744,Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type I: 优势发育主进液簇,0.05344720929861069,linear,1499.7191162109375,80.17552947998047,1.184401035308838,4326.89013671875,12,0.011743850349775296,0.7244167721295913,0,-1,1.704682944282665e-13,5.456968210637569e-10
21,4,4585.073|4628.5684|4658.334|4672.9683,0.005|0.0023040017|0.0009963716|0.02840544,0.0005|3.9559593e-05|7.948944e-06|0.00020263396,847358.8|869219.3|65548076.0|145213.4,0.64546824|0.056177158|0.011272037|0.28708255,0.013746223|0.0011963776|0.00024005509|0.0061138575,Type V: 沟通天然断层/强微裂缝簇|Type III: 受抑/欠发育弱进液簇|Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇,0.006119199097156525,linear,1476.3955078125,130.07530212402344,1.3893952369689941,1129.9342041015625,4,0.010013939771483073,0.6971616052364148,1,0,4.447484047709338e-14,3.069544618483633e-11
22,5,4710.626|4746.2617|4756.6904|4775.0527|4806.0566,0.02549506|0.005221079|0.00059215806|0.005338011|0.0008748707,0.00034968383|0.000106790314|6.2780064e-06|7.197709e-05|6.7382985e-06,9520.948|57444.273|74664500.0|59124.33|82457460.0,0.64576244|0.19725446|0.011582975|0.13297287|0.012427221,0.009053135|0.0027653687|0.00016238516|0.001864186|0.00017422088,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type III: 受抑/欠发育弱进液簇|Type IV: 砂堵闭合/未起裂死簇,0.014672723598778248,linear,1413.66845703125,78.8721694946289,0.9146259427070618,787.7490844726562,12,0.011325005567922174,0.6154663811263682,0,-1,8.042987798126053e-15,3.410605131648481e-12
23,3,4794.491|4835.0073|4847.3315,0.010976784|0.013125426|0.01377671,9.9883546e-05|0.00012699462|0.00013033472,78148.43|59166.457|53171.62,0.27964532|0.35549858|0.36485612,0.0045290953|0.005757604|0.0059091575,Type II: 均衡/正常发育簇|Type I: 优势发育主进液簇|Type I: 优势发育主进液簇,0.020169008523225784,cosine,1453.075927734375,168.80947875976562,1.0566258430480957,2277.615966796875,12,0.009907622133327755,0.6880879815582976,0,-1,1.780153037781937e-13,3.1241143005900085e-10
24,4,4658.351|4689.6074|4703.8066|4729.7485,0.007840907|0.0040142587|0.00042241768|0.021569822,0.000104708946|6.843328e-05|7.3273013e-06|0.00033756325,80544.805|99249.54|81688490.0|20807.287,0.20225507|0.13219863|0.014126657|0.65141964,0.004470833|0.0029222406|0.00031226868|0.014399582,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type IV: 砂堵闭合/未起裂死簇|Type I: 优势发育主进液簇,0.03573382645845413,linear,1416.968994140625,150.32054138183594,1.4421364068984985,2066.787353515625,12,0.01037928292676737,0.6087600925812718,0,-1,1.3498007880418782e-14,1.2960299500264227e-10
25,6,4523.689|4564.1465|4610.2793|4649.1074|4697.6357|4738.916,0.00966502|0.021033896|0.030555524|0.005895514|0.0008580665|0.011938137,7.322145e-05|0.00016254457|0.00020611833|7.4153904e-05|1.3327366e-06|9.5023956e-05,1742409.2|914688.1|601069.06|2098603.0|68635120.0|1555434.9,0.1202115|0.2648572|0.33559078|0.12156287|0.002197212|0.15558043,0.0025920838|0.005711035|0.0072362414|0.002621223|4.737781e-05|0.0033547333,Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇,0.06747842580080032,linear,1408.5322265625,70.0802230834961,1.4067610502243042,1419.8343505859375,4,0.008335424409989795,0.6092979095568437,0,-1,2.687037366970544e-14,2.0463630789890885e-12
26,6,4744.2905|4782.821|4823.7695|4868.3877|4907.9653|4950.0,0.008866335|0.00090924604|0.045534845|0.00084594527|0.0045443946|0.0038600827,6.386582e-05|2.688343e-06|0.00019138081|9.98869e-06|3.7720652e-05|2.4024035e-05,83721.71|54240580.0|14641.238|64818104.0|109809.305|116798.0,0.19377089|0.008155839|0.580531|0.030209946|0.11444187|0.07289046,0.0024778799|0.00010429424|0.007423644|0.00038631508|0.0014634458|0.00093209976,Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type I: 优势发育主进液簇|Type IV: 砂堵闭合/未起裂死簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇,0.06736026704311371,cosine,1416.4261474609375,78.24269104003906,0.8342745900154114,1615.8682861328125,16,0.008009675533563116,0.749820033652251,0,-1,3.201478253507528e-14,8.640199666842818e-11
27,1,4532.3477,0.007700627,0.0006509789,164947.8,1.0,0.022083048,Type V: 沟通天然断层/强微裂缝簇,0.00942217092961073,linear,1455.50439453125,199.15057373046875,1.440709114074707,1519.457275390625,6,0.0112384096872247,0.6562048576962328,1,0,1.5490954601970336e-13,6.866684998385608e-11
28,2,4892.2856|4927.667,0.006833199|0.014159664,8.2738625e-05|0.00013400482,106471.8|57636.195,0.3817744|0.6182256,0.0060876557|0.009858033,Type I: 优势发育主进液簇|Type I: 优势发育主进液簇,0.07851453870534897,linear,1429.3580322265625,138.178955078125,1.0403047800064087,5606.306640625,8,0.011337779207830693,0.7083549037332478,0,-1,5.0260749745066266e-14,7.639755494892597e-11
29,6,4634.8135|4665.995|4705.688|4739.318|4775.455|4797.4307,0.016779521|0.0039071|0.009082193|0.0024297293|0.01587462|0.00025242436,0.00014040394|5.56263e-05|0.00012081666|3.6848265e-05|0.00012242168|5.0960607e-06,101580.44|262152.06|163266.0|286341.0|79227.24|75804390.0,0.29174608|0.115646675|0.25096276|0.07661674|0.25444028|0.010587482,0.0043330505|0.0017175995|0.0037273315|0.0011379218|0.00377898|0.00015724666,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇,0.04694262892007828,cosine,1493.6890869140625,83.59732818603516,0.9689604640007019,1079.6258544921875,6,0.011272782556337547,0.6308298927597666,0,-1,1.110764583610313e-13,6.639311322942376e-11
30,5,4553.268|4565.3066|4579.7705|4605.151|4617.572,0.006566646|0.0003939863|0.011822493|0.0053781075|0.024669493,8.214369e-05|5.3187705e-06|0.00010330008|4.6187088e-05|0.000240017,229850.47|84162920.0|178286.94|257402.97|59894.44,0.1723197|0.011152562|0.21664509|0.09692678|0.50295585,0.003403929|0.0002203029|0.004279514|0.0019146499|0.009935173,Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type I: 优势发育主进液簇,0.013153968378901482,linear,1411.2587890625,75.85953521728516,1.2887327671051025,1867.5078125,8,0.009165876921637603,0.727859097626895,0,-1,5.0934572924936534e-15,8.640199666842818e-11
31,2,4664.6504|4676.5454,0.02619104|0.005,0.00012385414|0.0005,279144.2|964729.9,0.21592735|0.78407264,0.0029679646|0.010777235,Type II: 均衡/正常发育簇|Type V: 沟通天然断层/强微裂缝簇,0.007766458671540022,linear,1442.725341796875,64.81449890136719,0.8967437744140625,677.5630493164062,4,0.01072053003747299,0.6174819154676885,1,1,1.3870014078237736e-13,1.0231815394945443e-12
32,2,4730.073|4764.8384,0.015788537|0.00452061,0.00019358216|5.7133155e-05,602160.0|1498504.9,0.7705824|0.22941764,0.015839765|0.004715812,Type I: 优势发育主进液簇|Type II: 均衡/正常发育簇,0.028020409867167473,linear,1453.3856201171875,162.30345153808594,1.341056227684021,7089.34033203125,4,0.009125622265344975,0.6256280740133711,0,-1,9.350618966185581e-14,7.039488991722465e-10
33,2,4857.632|4876.2856,0.0019640452|0.012,2.293396e-05|0.0011007118,526845.06|157761.27,0.022239564|0.97776043,0.00034850292|0.015321899,Type IV: 砂堵闭合/未起裂死簇|Type V: 沟通天然断层/强微裂缝簇,0.06967781484127045,cosine,1431.7825927734375,199.99168395996094,1.022344946861267,479.5364990234375,8,0.008395385546419233,0.6796326764904502,1,1,1.9217629874598852e-13,2.8421709430404007e-13
34,5,4629.9785|4646.8965|4677.188|4726.859|4737.0195,0.012169736|0.01642186|0.006936743|0.0076900325|0.020505972,9.477605e-05|0.0001151739|4.8482983e-05|5.2028598e-05|0.00013175966,188345.83|184802.6|307385.9|272245.47|137146.47,0.21435246|0.260376|0.10969723|0.117714435|0.29785985,0.0026665905|0.0032391334|0.0013646571|0.0014643929|0.0037054406,Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇,0.03815660998225212,cosine,1408.21484375,57.96875,0.8116058707237244,880.3396606445312,8,0.009102425478172672,0.6698523013354571,0,-1,2.314784004937582e-14,1.546140993013978e-11
35,4,4553.9824|4586.66|4626.997|4676.3335,0.020250292|0.00088718627|0.01075241|0.0025516045,0.00023260074|9.213245e-06|0.0011087133|3.2070613e-05,9869.539|60607372.0|18183.309|40628.832,0.16996463|0.0067109764|0.799929|0.023395363,0.002848763|0.00011248212|0.013407544|0.00039212775,Type II: 均衡/正常发育簇|Type IV: 砂堵闭合/未起裂死簇|Type V: 沟通天然断层/强微裂缝簇|Type IV: 砂堵闭合/未起裂死簇,0.009985562413930893,cosine,1491.66259765625,175.24261474609375,1.093490719795227,377.2897644042969,16,0.011503002449696672,0.6261643151022386,1,2,4.967910069051621e-15,4.320099833421409e-12
36,5,4505.3906|4545.059|4584.3047|4625.623|4658.4204,0.0048751165|0.011133914|0.011876733|0.01260295|0.00496981,6.9811824e-05|0.00019317697|0.00015910037|0.00016270079|7.9431695e-05,1737329.8|858151.5|831747.3|891275.9|1567212.5,0.105851024|0.2894575|0.23964395|0.2447509|0.12029664,0.0023246505|0.0063569294|0.0052629476|0.005375104|0.0026418983,Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇,0.033389486372470856,linear,1499.6097412109375,161.1734619140625,1.4327813386917114,1366.978271484375,4,0.00821179215253414,0.7162612737196473,0,-1,8.767799989728778e-14,2.7284841053187847e-12
37,5,4824.3276|4840.8423|4878.225|4901.804|4950.0,0.022499122|0.00058519305|0.003576975|0.0061991075|0.01884377,0.00018997412|9.633991e-06|3.4771692e-05|6.079474e-05|0.00015751716,110215.32|82625960.0|379614.78|336326.3|140372.47,0.4195278|0.021235604|0.07691694|0.13442554|0.3478941,0.005589677|0.00028293754|0.0010248208|0.0017910501|0.004635249,Type I: 优势发育主进液簇|Type IV: 砂堵闭合/未起裂死簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇,0.004189831670373678,cosine,1467.8486328125,129.41958618164062,0.8692471385002136,1033.6583251953125,6,0.009997430066896018,0.6915331505468133,0,-1,2.0701480148697417e-14,8.958522812463343e-11
38,6,4744.264|4790.3296|4839.7124|4889.0073|4937.127|4950.0,0.013615314|0.018450506|0.016890861|0.0069326004|0.0147530055|0.005359385,0.000100191595|0.00017911296|0.00017370457|6.7255016e-05|0.00010321997|4.5768793e-05,1317572.1|819031.5|839971.6|1813427.2|1291828.4|2086924.1,0.15017259|0.26667058|0.2586968|0.10100523|0.15458883|0.06886597,0.0023320457|0.0041411556|0.0040173293|0.0015685207|0.002400626|0.0010694268,Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇,0.08719087392091751,linear,1422.058349609375,63.42831802368164,1.0131266117095947,658.9449462890625,4,0.008221441746915052,0.6640100305023748,0,-1,7.752528003238113e-14,3.012701199622825e-11
39,1,4828.707,0.013719223,0.00010344045,416118.4,1.0,0.015100709,Type I: 优势发育主进液簇,0.03729672729969025,cosine,1424.6051025390625,113.40547180175781,0.9851778745651245,21564.66796875,4,0.01103469001774235,0.641793080388041,0,-1,6.823691324443423e-14,2.3028405848890543e-09
40,2,4803.6333|4842.0435,0.009639808|0.015838142,8.603498e-05|0.00013058013,112994.76|79733.26,0.3972448|0.6027552,0.008598802|0.0130473,Type I: 优势发育主进液簇|Type I: 优势发育主进液簇,0.029677491635084152,linear,1409.646728515625,111.82933807373047,1.4122025966644287,10200.0546875,16,0.00808185826084068,0.6259727159266839,0,-1,6.635610707824216e-14,1.11504050437361e-09
41,4,4686.947|4717.6533|4747.278|4778.4673,0.027102904|0.005|0.00034979117|0.0007932917,0.00029075655|0.0005|9.897435e-06|5.218834e-06,25669.393|140173.02|90915390.0|57643856.0,0.36446923|0.6166249|0.012363103|0.0065427897,0.006168634|0.0104363635|0.00020924526|0.000110736575,Type I: 优势发育主进液簇|Type V: 沟通天然断层/强微裂缝簇|Type IV: 砂堵闭合/未起裂死簇|Type IV: 砂堵闭合/未起裂死簇,0.05577324703335762,linear,1418.6385498046875,179.43019104003906,1.104194164276123,685.0326538085938,8,0.010831190381627498,0.7107457802806773,1,1,7.933102552691931e-14,4.1950443119276315e-11
42,5,4586.7617|4610.4175|4622.422|4646.1177|4687.896,0.021939516|0.0044173673|0.008194031|0.008698383|0.013888227,0.00021727741|6.205695e-05|8.9016685e-05|8.640962e-05|0.00017777328,167105.95|533328.8|398790.3|431896.78|255070.31,0.34322283|0.098305345|0.14093068|0.13679413|0.28074703,0.0065019084|0.0018622663|0.0026697477|0.002591386|0.0053183855,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type III: 受抑/欠发育弱进液簇|Type II: 均衡/正常发育簇,0.029305635020136833,cosine,1459.0406494140625,51.679866790771484,1.235896110534668,1020.8433227539062,4,0.011936256240709198,0.6190293888104943,0,-1,7.454010553329532e-14,3.444711182964966e-11
43,4,4565.287|4588.9956|4606.085|4643.2085,0.012124359|0.004237097|0.019408282|0.005226918,0.00014274231|5.563945e-05|0.00017871478|6.5368455e-05,52832.16|92123.2|34602.676|83170.26,0.32258877|0.12578624|0.403853|0.14777201,0.0068839104|0.0026842263|0.008618055|0.0031533933,Type II: 均衡/正常发育簇|Type III: 受抑/欠发育弱进液簇|Type I: 优势发育主进液簇|Type III: 受抑/欠发育弱进液簇,0.07030533999204636,cosine,1497.0828857421875,171.10757446289062,1.3922052383422852,2583.260498046875,8,0.011866986466584644,0.7401614886156962,0,-1,7.722677206924156e-14,1.2187229003757238e-10
