k,pvr,q_factor,fwhm_s,pk_val
0.0,296.43052128372824,5654000.0,0.0,0.7117521951619089
0.01,31.13746918283465,1888.370543152211,0.0030000000000001137,0.15983161838292909
0.02,94.54849705965901,2837.0814592706765,0.0019999999999997797,0.26421587217811343
0.05,75.41347425391696,5704000.0,0.0,0.11476233826249252
