friction_model,x1,spacing_m,n_total,a,b,beta,r2
steady,2000.0,50.0,8,,0.014922978969758343,0.5710712031579859,0.9893223710242585
steady,2000.0,60.0,3,,0.013107319981980312,1.1382744561570226,1.0
steady,2000.0,60.0,4,,0.013772886473241477,0.9080633716222086,0.9961475731562267
steady,2000.0,60.0,5,,0.01222374375039499,0.76869503899758,0.9951908590304627
steady,2000.0,60.0,6,,0.01942843245234326,0.5722206970504253,0.9934045454094195
steady,2000.0,60.0,7,,0.014015919024028099,0.6459639017289741,0.9850754752060664
steady,2000.0,60.0,8,,0.012616428872285881,0.6394673452562304,0.988302270972076
steady,2000.0,70.0,3,,0.011407503199997516,1.2105926919807115,1.0
steady,2000.0,70.0,4,,0.010695149280337525,0.7152902961541222,0.9881215196484039
steady,2000.0,70.0,5,,0.01085572868431378,0.6587452611294711,0.9920748951412506
steady,2000.0,70.0,6,,0.01454270751047686,0.5497149576574724,0.9877710781712128
steady,2000.0,70.0,7,,0.010190345246303138,0.6444573259418768,0.9937701161117107
steady,2000.0,70.0,8,,0.009247877793733185,0.6215627467961586,0.9968997802051482
steady,2000.0,80.0,3,,0.010221784405761318,1.182138595152651,1.0
steady,2000.0,80.0,4,,0.00833267881001656,0.7219090455536469,0.9893118631883316
steady,2000.0,80.0,5,,0.009450434593196838,0.6499670830711255,0.9923454287557291
steady,2000.0,80.0,6,,0.013027793877619728,0.5788709731093546,0.9948182003314027
steady,2000.0,80.0,7,,0.008636886208892889,0.7101865157478855,0.9947193733741142
steady,2000.0,80.0,8,,0.00803911213855651,0.6254318243418466,0.9967091851274649
steady,2000.0,90.0,3,,0.00681431462401879,0.5598561745138126,1.0
steady,2000.0,90.0,4,,0.0034882448988923865,0.6384379048714554,0.9998885383889127
steady,2000.0,90.0,5,,0.003874929948709595,0.6094668631605427,0.9996327546366087
steady,2000.0,90.0,6,,0.005104584983257227,0.5838467850878041,0.9999965194415933
steady,2000.0,90.0,7,,0.004019795339202305,0.6386539505421878,0.9996033025007124
steady,2000.0,90.0,8,,0.0032218298868123677,0.6726370623058151,0.9937270918012651
steady,2000.0,100.0,3,,0.006134423396119716,0.5709092077720157,1.0
steady,2000.0,100.0,4,,0.003247339373551972,0.6630548652966626,0.9997590956991387
steady,2000.0,100.0,5,,0.003529699519229646,0.622183759509756,0.9994963351035536
steady,2000.0,100.0,6,,0.00421062110965335,0.5615161923930322,0.99998750085716
steady,2000.0,100.0,7,,0.0033400014573130195,0.5695480464920606,0.9999786406512406
steady,2000.0,100.0,8,,0.002783846209556524,0.5660843267015672,0.9974642771700196
steady,2500.0,10.0,3,,0.05798775438607356,0.6093777269859724,1.0
steady,2500.0,10.0,4,,0.04530795089721091,0.6357859201365378,0.9999424220298312
steady,2500.0,10.0,5,,0.03847242608887078,0.591370652104921,0.9998664467764545
steady,2500.0,10.0,6,,0.039573081556004926,0.6633721368045797,0.9993179220596197
steady,2500.0,10.0,7,,0.046640602106610606,0.573206558487213,0.9989610563280152
steady,2500.0,10.0,8,,0.03664428119948006,0.6369158331987177,0.9996086782541682
steady,2500.0,20.0,3,,0.025190161031112396,0.6085778482669,1.0
steady,2500.0,20.0,4,,0.025813722367727103,0.7586428996012818,0.9986091534560854
steady,2500.0,20.0,5,,0.023481076791832547,0.8012218697171889,0.9988972185599811
steady,2500.0,20.0,6,,0.02153386712517145,1.0394383088630672,0.9932443680760757
steady,2500.0,20.0,7,,0.02585859341969761,0.8630516922510947,0.993202288934568
steady,2500.0,20.0,8,,0.02228739787770506,0.891803773575484,0.9981993751897607
steady,2500.0,30.0,3,,0.025856449396359733,1.0899120075769728,1.0
steady,2500.0,30.0,4,,0.02640783428784027,0.7306907779161056,0.9924213880916098
steady,2500.0,30.0,5,,0.024413100582534694,0.6397666624745452,0.9885272847078491
steady,2500.0,30.0,6,,0.022197518790525644,0.7378121293902807,0.9911135158042204
steady,2500.0,30.0,7,,0.023481091548758586,0.6537245085615971,0.991072822485879
steady,2500.0,30.0,8,,0.02219180281498832,0.6451414785543099,0.9910044945111197
steady,2500.0,40.0,3,,0.019478806810420867,1.0927523066544378,1.0
steady,2500.0,40.0,4,,0.019316433804308284,0.7353054152409336,0.9928859977504365
steady,2500.0,40.0,5,,0.017587523617392086,0.7013280014284826,0.9910826157051074
steady,2500.0,40.0,6,,0.020010506456613068,0.6595423633458791,0.9887558764087666
steady,2500.0,40.0,7,,0.01740051752000004,0.6735737416747835,0.990620416708644
steady,2500.0,40.0,8,,0.015013001067803162,0.6970376438854605,0.9940381431061391
steady,2500.0,50.0,3,,0.01589115368478587,1.0772121058431103,1.0
steady,2500.0,50.0,4,,0.015538213726285258,0.753004405195994,0.994398976581222
steady,2500.0,50.0,5,,0.014460023979396166,0.709761965849209,0.9912460688093588
steady,2500.0,50.0,6,,0.021090490124780356,0.5558897384662137,0.9848933724522198
steady,2500.0,50.0,7,,0.014682290235850572,0.6257182015414329,0.9903014054335001
steady,2500.0,50.0,8,,0.012158769584627065,0.6816424431594938,0.9925414601415512
steady,2500.0,60.0,3,,0.013083414688862788,1.071332064805868,1.0
steady,2500.0,60.0,4,,0.012748618196772843,0.7317606632942997,0.9929385154202759
steady,2500.0,60.0,5,,0.011941616413328601,0.7065462374095546,0.9896502273452732
steady,2500.0,60.0,6,,0.015856128088540707,0.5914474155464151,0.9929643170367038
steady,2500.0,60.0,7,,0.01243957717662224,0.634486726367391,0.9903581936954862
steady,2500.0,60.0,8,,0.010115210985269154,0.6908967385788262,0.9936381405118452
steady,2500.0,70.0,3,,0.011181240550302052,1.0729657754069517,1.0
steady,2500.0,70.0,4,,0.01086915271552327,0.7356057703351834,0.9921043077655577
steady,2500.0,70.0,5,,0.01020600097872067,0.6754459695170946,0.9868258320790907
steady,2500.0,70.0,6,,0.014029838816926937,0.5607520744548011,0.9938884976641974
steady,2500.0,70.0,7,,0.010762738827113979,0.6119493259318783,0.990090648011763
steady,2500.0,70.0,8,,0.00829508026932738,0.7147736273679034,0.993982109905596
steady,2500.0,80.0,3,,0.007467996869765366,0.6389161566439883,1.0
steady,2500.0,80.0,4,,0.006124183632521028,0.7681486798425607,0.9994432837296139
steady,2500.0,80.0,5,,0.0058231652137585,0.9223725611138461,0.9986313372777943
steady,2500.0,80.0,6,,0.007316715242382178,0.7131833199054861,0.9974170544313425
steady,2500.0,80.0,7,,0.005850377867884528,0.9048359015288924,0.9937122339985303
steady,2500.0,80.0,8,,0.00510699109081373,0.9948042367717936,0.9953490417214238
steady,2500.0,90.0,3,,0.006557716773730192,0.636704705485619,1.0
steady,2500.0,90.0,4,,0.004724337385923044,0.6780809114973839,0.9999934646375547
steady,2500.0,90.0,5,,0.004238184236105084,0.6804278822948308,0.9999025428878622
steady,2500.0,90.0,6,,0.004927184854245467,0.5121430231086355,0.9998369481440987
steady,2500.0,90.0,7,,0.004997207329799495,0.5118484583689761,0.9998880432244163
steady,2500.0,90.0,8,,0.003819545402941941,0.6751866570369854,0.9998585103298022
steady,2500.0,100.0,3,,0.0058404972114352895,0.6416805703786609,1.0
steady,2500.0,100.0,4,,0.0042617550178965825,0.6731965591608176,0.9999722805158315
steady,2500.0,100.0,5,,0.0039741167510358305,0.7093225502605088,0.9996969824023278
steady,2500.0,100.0,6,,0.004225006430413586,0.5091606148097435,0.9997737129446437
steady,2500.0,100.0,7,,0.004509847013806415,0.5099047840630871,0.9998412723160692
steady,2500.0,100.0,8,,0.0035151117643778427,0.6621612076811663,0.9999419018985356
steady,3000.0,10.0,3,,0.05304554195777984,0.6830700445130262,1.0
steady,3000.0,10.0,4,,0.054813946717350806,0.7886508801607557,0.9987103302701711
steady,3000.0,10.0,5,,0.05465580838852934,0.8323038853231722,0.996694319916543
steady,3000.0,10.0,6,,0.04998344761849853,0.874251246624234,0.9960605414917932
steady,3000.0,10.0,7,,0.04501974918947986,0.9677619569300255,0.9898144782870678
steady,3000.0,10.0,8,,0.04698164680444316,0.9064712445317622,0.9979098893010925
steady,3000.0,20.0,3,,0.03924565985976205,1.1466222782304933,1.0
steady,3000.0,20.0,4,,0.03999372689732616,0.7443392430518747,0.9941718386708314
steady,3000.0,20.0,5,,0.04263730202922126,0.6334567283571143,0.9909722101184615
steady,3000.0,20.0,6,,0.037171306984647226,0.614434979764763,0.9913551182896856
steady,3000.0,20.0,7,,0.03658968442162797,0.6559226102951938,0.9913274087176118
steady,3000.0,20.0,8,,0.04581954615565993,0.5881629540632042,0.9869094117122812
steady,3000.0,30.0,3,,0.028280402041564196,0.990444182849924,1.0
steady,3000.0,30.0,4,,0.02928623980520397,0.8729123481524769,0.9951158675834701
steady,3000.0,30.0,5,,0.027262453163354863,0.7789349781411236,0.9952037682634396
steady,3000.0,30.0,6,,0.026405619721383337,0.7425652558115935,0.9944348275423109
steady,3000.0,30.0,7,,0.03145377142626955,0.6656987983932644,0.9809694796251731
steady,3000.0,30.0,8,,0.030978433694714817,0.6644358959893087,0.9769480025024996
steady,3000.0,40.0,3,,0.021197223153551388,0.9610529489680493,1.0
steady,3000.0,40.0,4,,0.019555486833954947,0.9610413808684064,0.9965871648032951
steady,3000.0,40.0,5,,0.021843423700129084,0.6952767817354336,0.9944295597873358
steady,3000.0,40.0,6,,0.020168599829760575,0.7285067894821864,0.9902138040706898
steady,3000.0,40.0,7,,0.02234653531965145,0.6526926783632603,0.984753736975274
steady,3000.0,40.0,8,,0.02326662322610008,0.63517977214579,0.9883819366147979
steady,3000.0,50.0,3,,0.016420288744060377,1.0081537755961885,1.0
steady,3000.0,50.0,4,,0.015499135127344896,0.8410791988860463,0.9908957801196592
steady,3000.0,50.0,5,,0.01597996033666421,0.6440376749205409,0.9955733607417662
steady,3000.0,50.0,6,,0.017906537634860144,0.6539633557176372,0.9872866235465505
steady,3000.0,50.0,7,,0.0159322527487732,0.676707119943203,0.9940858759063036
steady,3000.0,50.0,8,,0.015116064535375916,0.628163564244408,0.9905641976102643
steady,3000.0,60.0,3,,0.012989316375929913,1.0954342000182862,1.0
steady,3000.0,60.0,4,,0.01371630503461771,0.7863578688736325,0.992228215466484
steady,3000.0,60.0,5,,0.013695427656167927,0.6074854553297571,0.99380018458051
steady,3000.0,60.0,6,,0.013216932149609782,0.6711845112525806,0.9942281902658501
steady,3000.0,60.0,7,,0.011851947460736069,0.6672142472952861,0.991903294109843
steady,3000.0,60.0,8,,0.010250603235136845,0.7112748849584691,0.9917535233559742
steady,3000.0,70.0,3,,0.007423877683316581,0.7051132820014798,1.0
steady,3000.0,70.0,4,,0.008093865891681441,0.7118081658738828,0.9990044873127605
steady,3000.0,70.0,5,,0.0075298009211329,0.87052854836378,0.9965262641044094
steady,3000.0,70.0,6,,0.006669563517238417,1.0383440020922965,0.9912262787765878
steady,3000.0,70.0,7,,0.006376255660451772,0.9840893789582678,0.9957195599837707
steady,3000.0,70.0,8,,0.006039442197893235,0.9769518512596228,0.9974567354478924
steady,3000.0,80.0,3,,0.006648447891519873,0.7226189706230983,1.0
steady,3000.0,80.0,4,,0.006180350009916893,0.5777179116862305,0.9999234667317375
steady,3000.0,80.0,5,,0.0052328803539907764,0.7098811966659174,0.99990754599464
steady,3000.0,80.0,6,,0.004745487083166694,0.701459010172084,0.9995048357301162
steady,3000.0,80.0,7,,0.004380870330804351,0.8177058021496495,0.9994134271311939
steady,3000.0,80.0,8,,0.003982931570653944,0.8044670543790886,0.9969933225666937
steady,3000.0,90.0,3,,0.006021368420319509,0.7538730074085553,1.0
steady,3000.0,90.0,4,,0.005326282280210659,0.5884046206815392,0.9999034039386941
steady,3000.0,90.0,5,,0.004295616990163099,0.6936174370274018,0.9999141624257304
steady,3000.0,90.0,6,,0.004041642472240688,0.6936028120117156,0.999836243785516
steady,3000.0,90.0,7,,0.003734923634306303,0.7894974116866252,0.9993083182483287
steady,3000.0,90.0,8,,0.003688009608337662,0.7317761353787846,0.9996136874941558
steady,3000.0,100.0,3,,0.005595917034749439,0.7943330808271633,1.0
steady,3000.0,100.0,4,,0.004657887349965044,0.6293817435855712,0.9999877070490977
steady,3000.0,100.0,5,,0.0037008308044773233,0.6173891924982006,0.9999305920148495
steady,3000.0,100.0,6,,0.0034293964213971523,0.6929745385136339,0.9992406147478635
steady,3000.0,100.0,7,,0.003343120623445296,0.7885927859590419,0.9963713433968915
steady,3000.0,100.0,8,,0.0034429654280856937,0.7239915593460059,0.9967680053281124
steady,3500.0,10.0,3,,0.09439663479818505,0.9671747455852567,1.0
steady,3500.0,10.0,4,,0.09187987853735059,0.8129765345293678,0.9970464568653764
steady,3500.0,10.0,5,,0.09174050163935547,0.7537266126518714,0.9938564650048172
steady,3500.0,10.0,6,,0.09965649392088928,0.6917846296805188,0.9883282901809939
steady,3500.0,10.0,7,,0.11466930429465791,0.6386701579300915,0.9751253471194438
steady,3500.0,10.0,8,,0.10473780563665126,0.6616581096411276,0.9740169315988284
steady,3500.0,20.0,3,,0.0421284062822832,1.050053606007038,1.0
steady,3500.0,20.0,4,,0.04095156184041967,0.858148507230188,0.9967181597915118
steady,3500.0,20.0,5,,0.04467983398234155,0.7632694548704186,0.9916852974156217
steady,3500.0,20.0,6,,0.0491482644972027,0.703953210195162,0.9901877827792475
steady,3500.0,20.0,7,,0.049191424805587816,0.6825309646833683,0.9848252196712882
steady,3500.0,20.0,8,,0.04894597062529367,0.6660812498681312,0.9816275268052401
steady,3500.0,30.0,3,,0.02688978151398306,1.082247142586254,1.0
steady,3500.0,30.0,4,,0.027710700048613094,0.8657095871368591,0.9967235669728349
steady,3500.0,30.0,5,,0.03207238254775462,0.7271857804393939,0.9896128831630516
steady,3500.0,30.0,6,,0.031267730727856956,0.6848859148906284,0.9895263293237057
steady,3500.0,30.0,7,,0.02991777959985538,0.6594343778149891,0.9857939776404236
steady,3500.0,30.0,8,,0.029233126435869717,0.6622530506979629,0.9826999833910576
steady,3500.0,40.0,3,,0.020139596359147468,1.0982217859821217,1.0
steady,3500.0,40.0,4,,0.021125140940732083,0.7299072463332834,0.9909644292402701
steady,3500.0,40.0,5,,0.022226356426421207,0.671013654848074,0.9935935324616242
steady,3500.0,40.0,6,,0.019833794536314227,0.6751790509493489,0.9903366851230104
steady,3500.0,40.0,7,,0.01823304117098878,0.7147356833347652,0.9953039629973333
steady,3500.0,40.0,8,,0.017338559920300468,0.7515195538879413,0.9950657568309917
steady,3500.0,50.0,3,,0.016012499341121634,1.1047402917601101,1.0
steady,3500.0,50.0,4,,0.01691360443273746,0.7171231328881816,0.991049098395193
steady,3500.0,50.0,5,,0.017157169760888654,0.6547918557778769,0.9930315433485547
steady,3500.0,50.0,6,,0.015639114402042017,0.6446414634790878,0.9902317391428634
steady,3500.0,50.0,7,,0.016157082282768503,0.6714516381882439,0.98676039293398
steady,3500.0,50.0,8,,0.014072048652673195,0.7125044773378195,0.9916010359062095
steady,3500.0,60.0,3,,0.009462412025768781,0.6887072921242844,1.0
steady,3500.0,60.0,4,,0.010599529471352528,0.6502501390718761,0.9997200207389566
steady,3500.0,60.0,5,,0.009035825234804513,0.8200298313392469,0.9970706713494882
steady,3500.0,60.0,6,,0.009650652092859167,0.8937626510096696,0.9942941857736677
steady,3500.0,60.0,7,,0.007829088969820475,1.007081313122945,0.9892964539543517
steady,3500.0,60.0,8,,0.007964302070335785,0.9851159038467262,0.9945856117119527
steady,3500.0,70.0,3,,0.0079534333712683,0.7194291136524499,1.0
steady,3500.0,70.0,4,,0.00766565257449553,0.5507523670047453,0.9999856083463139
steady,3500.0,70.0,5,,0.006572721449397755,0.6953561494769834,0.9991478122468025
steady,3500.0,70.0,6,,0.006302677401495957,0.797379941512448,0.9964372990173034
steady,3500.0,70.0,7,,0.00591112184367275,0.8290672395438972,0.9945998109863934
steady,3500.0,70.0,8,,0.005894653867377272,0.8960163275698804,0.9955918631856958
steady,3500.0,80.0,3,,0.007131184348448955,0.7049895431309683,1.0
steady,3500.0,80.0,4,,0.006722697985786037,0.5493898036315258,0.9999856885837057
steady,3500.0,80.0,5,,0.005741646863454159,0.64372618333292,0.9997567919581114
steady,3500.0,80.0,6,,0.005376550330592275,0.606133118803196,0.9997450830229324
steady,3500.0,80.0,7,,0.0052021521950076765,0.6594534386328668,0.999992598288273
steady,3500.0,80.0,8,,0.00476509639854142,0.7227162094737075,0.9990234479487516
steady,3500.0,90.0,3,,0.006726778823299719,0.6794911671896258,1.0
steady,3500.0,90.0,4,,0.005713848534648179,0.582151270567287,0.9999984768016067
steady,3500.0,90.0,5,,0.004986474633125569,0.6411152516441941,0.9999911646321977
steady,3500.0,90.0,6,,0.0047356927726055036,0.6086061347758978,0.9998186306034421
steady,3500.0,90.0,7,,0.004598237095793734,0.6490020360415504,0.9999496590840823
steady,3500.0,90.0,8,,0.004340859667648177,0.6977431044430117,0.9977343848194191
steady,3500.0,100.0,3,,0.006022108792658477,0.6741773933718624,1.0
steady,3500.0,100.0,4,,0.005983591528334159,0.6964189015180133,0.9995440883099621
steady,3500.0,100.0,5,,0.005441551156457652,0.8327651431279947,0.99855326305616
steady,3500.0,100.0,6,,0.004948650137400498,0.9550225990570448,0.9951171802904272
steady,3500.0,100.0,7,,0.004652503212675422,0.9301187516840417,0.9977687045256074
steady,3500.0,100.0,8,,0.004868305879707294,0.8738751604795495,0.9962173100377117
steady,4000.0,10.0,3,,0.05617996455685307,0.6978638137662986,1.0
steady,4000.0,10.0,4,,0.049831556892585095,0.6544251918779345,0.9999860569559739
steady,4000.0,10.0,5,,0.043377424944756056,0.6496922664639724,0.9999821349156252
steady,4000.0,10.0,6,,0.04103052624086629,0.6948155905898997,0.9999902583480085
steady,4000.0,10.0,7,,0.03954711431240894,0.6647891873682985,0.9999548877756333
steady,4000.0,10.0,8,,0.039598924009226356,0.6550165838695284,0.9995114068587101
steady,4000.0,20.0,3,,0.028318695272699403,0.6914368082113126,1.0
steady,4000.0,20.0,4,,0.02450767084833301,0.6443890683212443,0.9999999987447903
steady,4000.0,20.0,5,,0.022425867153993133,0.6512143034580824,0.9999627946684124
steady,4000.0,20.0,6,,0.02149007448201283,0.6268642941365149,0.999843176051038
steady,4000.0,20.0,7,,0.020068500260561176,0.6824956717928147,0.9989597032512398
steady,4000.0,20.0,8,,0.020129905281541644,0.7497310704403322,0.9989020262898651
steady,4000.0,30.0,3,,0.019254820183403795,0.6791410472590835,1.0
steady,4000.0,30.0,4,,0.019460804495010895,0.7332836191978398,0.99931484399811
steady,4000.0,30.0,5,,0.018755673915847114,0.7955341792266898,0.9982088046181535
steady,4000.0,30.0,6,,0.016695152911618213,0.9115986401383714,0.995560772813285
steady,4000.0,30.0,7,,0.015841208194201904,0.9547455626073188,0.9970017422787971
steady,4000.0,30.0,8,,0.016007463756081506,0.906434238227594,0.9975422009820653
steady,4000.0,40.0,3,,0.015098803307066205,0.6602602577745807,1.0
steady,4000.0,40.0,4,,0.016151635212282404,0.6864223832795592,0.9991514357785086
steady,4000.0,40.0,5,,0.013930436570860846,0.8140983257963819,0.9978944424485576
steady,4000.0,40.0,6,,0.0120342925267125,1.0131787522899465,0.9938839724383108
steady,4000.0,40.0,7,,0.011847215986953163,0.9934828564953613,0.9962932093682907
steady,4000.0,40.0,8,,0.01200763644376138,0.9712405207719137,0.9947179794988119
steady,4000.0,50.0,3,,0.017371812839686404,1.0733234181299607,1.0
steady,4000.0,50.0,4,,0.017478974156597465,0.7588885545520289,0.9952131320725939
steady,4000.0,50.0,5,,0.015137215195932825,0.75972984914179,0.9929776586195647
steady,4000.0,50.0,6,,0.01506085621192227,0.7034989781959368,0.985611447040572
steady,4000.0,50.0,7,,0.015365510378598748,0.6759876856121126,0.9885321005942371
steady,4000.0,50.0,8,,0.017230554622176805,0.6372210232558471,0.9864743120538737
steady,4000.0,60.0,3,,0.01512894098362424,1.0268151184966643,1.0
steady,4000.0,60.0,4,,0.014075328606088159,0.764660054737602,0.9943787829010471
steady,4000.0,60.0,5,,0.012075818550298994,0.7878309494339749,0.9918723791761782
steady,4000.0,60.0,6,,0.012377429247250885,0.7259111024241011,0.9906007283311364
steady,4000.0,60.0,7,,0.012835167973112755,0.705032211951658,0.9913762159712571
steady,4000.0,60.0,8,,0.012872347227082399,0.6742722014788168,0.9916575151811269
steady,4000.0,70.0,3,,0.012930896606917559,1.0082861756916501,1.0
steady,4000.0,70.0,4,,0.011022743225772428,0.9756766987210932,0.9982085334300835
steady,4000.0,70.0,5,,0.01078061052183558,0.8818864742097352,0.9955361397630901
steady,4000.0,70.0,6,,0.011840462887787714,0.781673091219597,0.991530955505617
steady,4000.0,70.0,7,,0.012877125910843308,0.7103465970498823,0.9857415162630099
steady,4000.0,70.0,8,,0.01237344954828545,0.6925306412115709,0.9819763261568598
steady,4000.0,80.0,3,,0.011267338668239937,1.0195888110317437,1.0
steady,4000.0,80.0,4,,0.00932717463232992,1.0055604449090179,0.9987298623545907
steady,4000.0,80.0,5,,0.009553828980946146,0.8808384992912363,0.9958581466764957
steady,4000.0,80.0,6,,0.010559247619707605,0.7824595960825111,0.992439735565691
steady,4000.0,80.0,7,,0.010702768242284588,0.7417595438078948,0.987964422701231
steady,4000.0,80.0,8,,0.010396748941318692,0.7144655288258319,0.9840824095372709
steady,4000.0,90.0,3,,0.010128519690354762,1.0203094121564091,1.0
steady,4000.0,90.0,4,,0.008504527943616362,0.7984591669770732,0.9923736510617276
steady,4000.0,90.0,5,,0.008878763623327039,0.7056200350032101,0.9902768526069544
steady,4000.0,90.0,6,,0.008986922249417308,0.7201952710511429,0.9932695563067986
steady,4000.0,90.0,7,,0.008547130459764827,0.7195752797645381,0.9899574069251365
steady,4000.0,90.0,8,,0.008169279529056987,0.707188422324563,0.9893438854531571
steady,4000.0,100.0,3,,0.007174431520274407,0.6163981814111493,1.0
steady,4000.0,100.0,4,,0.004895593493606625,0.6679765406935266,0.9999999821993482
steady,4000.0,100.0,5,,0.00504500530010732,0.6511115457430705,0.9999779306778968
steady,4000.0,100.0,6,,0.0051389613588326616,0.6652619277981304,0.9997519303397221
steady,4000.0,100.0,7,,0.004621227403006247,0.713099226984617,0.9998466887425845
steady,4000.0,100.0,8,,0.004380330100902015,0.7402051298356468,0.999954385261299
steady,4500.0,10.0,3,,0.05941039886818203,0.7055905844771181,1.0
steady,4500.0,10.0,4,,0.06001169109766744,0.571137906035857,0.9999999933614153
steady,4500.0,10.0,5,,0.06282569646498072,0.5656936156305625,0.9998221235153217
steady,4500.0,10.0,6,,0.05473432129321085,0.6242268817804622,0.9997693775135459
steady,4500.0,10.0,7,,0.05195120313165243,0.6423150299929383,0.9999066432301179
steady,4500.0,10.0,8,,0.05324462439394132,0.6287358519853576,0.9994736659538382
steady,4500.0,20.0,3,,0.02855711186012818,0.6744178380010147,1.0
steady,4500.0,20.0,4,,0.032403656168436296,0.6453720563407845,0.9999171088477059
steady,4500.0,20.0,5,,0.031350569114851984,0.6157428316613834,0.9992016967197976
steady,4500.0,20.0,6,,0.02781388675834472,0.6810757831653595,0.9984697742710007
steady,4500.0,20.0,7,,0.02790832430866274,0.7096984544371766,0.9978327933723311
steady,4500.0,20.0,8,,0.027929929093806177,0.7414565777267808,0.9970531163640336
steady,4500.0,30.0,3,,0.018963211440607284,0.6430126060829556,1.0
steady,4500.0,30.0,4,,0.022207899605840697,0.7962750364200493,0.9994363946789746
steady,4500.0,30.0,5,,0.021329147897592157,0.8062070452028937,0.9964433318250498
steady,4500.0,30.0,6,,0.020252393816578937,0.8805156509228425,0.9927160175164117
steady,4500.0,30.0,7,,0.02094668212573668,0.8249076537373067,0.996415426539036
steady,4500.0,30.0,8,,0.021452438131387818,0.7957706651392764,0.997403891675497
steady,4500.0,40.0,3,,0.019652257253611975,1.0846752869999527,1.0
steady,4500.0,40.0,4,,0.023049599787234434,0.7667358343275875,0.9884763069980339
steady,4500.0,40.0,5,,0.024596011464731195,0.6741470638967809,0.9903299739818894
steady,4500.0,40.0,6,,0.023165163140040055,0.6682355861113392,0.9944997247582185
steady,4500.0,40.0,7,,0.02435483510208599,0.6192465732562071,0.9933821884917138
steady,4500.0,40.0,8,,0.02526231704484849,0.6013211260578737,0.992875672909672
steady,4500.0,50.0,3,,0.01553982688271071,1.0804778854326866,1.0
steady,4500.0,50.0,4,,0.017846857900776794,0.7649717097728673,0.9893951038422019
steady,4500.0,50.0,5,,0.020157101839253087,0.7001492341798886,0.9890179128492714
steady,4500.0,50.0,6,,0.020765850918701072,0.6276501554427615,0.9891845370310066
steady,4500.0,50.0,7,,0.02075735930736716,0.6092168619018653,0.9909586920447113
steady,4500.0,50.0,8,,0.02134481098471391,0.5873014911136661,0.9902835671172441
steady,4500.0,60.0,3,,0.012828867885614296,1.1103316191785273,1.0
steady,4500.0,60.0,4,,0.013176922527097646,0.9892615279283034,0.9990599037551244
steady,4500.0,60.0,5,,0.015238773975955066,0.7736560711380258,0.9905136017852026
steady,4500.0,60.0,6,,0.016980290962316128,0.6819802815613812,0.9854882444083881
steady,4500.0,60.0,7,,0.018363407180303985,0.6329606154122233,0.9836118565515521
steady,4500.0,60.0,8,,0.020017156249573252,0.5938264113822874,0.9815714711445498
steady,4500.0,70.0,3,,0.011402613918979062,1.1034085570233252,1.0
steady,4500.0,70.0,4,,0.012036498662601569,0.7723265224317405,0.994280623934831
steady,4500.0,70.0,5,,0.0124228124036311,0.689118993599189,0.9916574226434405
steady,4500.0,70.0,6,,0.012540690602596645,0.6739992181901445,0.9917011050186845
steady,4500.0,70.0,7,,0.013272734547581978,0.6280667269991462,0.9898878790659114
steady,4500.0,70.0,8,,0.013641808196320482,0.6113034259945834,0.9893423654361322
steady,4500.0,80.0,3,,0.009898178342592703,1.113609910789603,1.0
steady,4500.0,80.0,4,,0.010562543789527007,0.7620669713034399,0.9936014351314293
steady,4500.0,80.0,5,,0.010787988297110897,0.6782369778459856,0.9908714077660276
steady,4500.0,80.0,6,,0.010586590220515921,0.6891345437067402,0.9923924476285203
steady,4500.0,80.0,7,,0.010997643002242439,0.6567662380333841,0.9912681636147824
steady,4500.0,80.0,8,,0.007503255749869095,1.0549870616271335,0.9748226459196084
steady,4500.0,90.0,3,,0.006395334343401569,0.7006227815358523,1.0
steady,4500.0,90.0,4,,0.005998952210078661,0.6164607141801675,0.9999771809703183
steady,4500.0,90.0,5,,0.005796604076315052,0.6095145161495136,0.99996568186589
steady,4500.0,90.0,6,,0.005732898750588358,0.6296498730534875,0.9998632529944378
steady,4500.0,90.0,7,,0.0027812253833753345,4.932192804587698,-0.44032890766996857
steady,4500.0,90.0,8,,0.0070514872883747914,0.67755945108599,0.9997793068379314
steady,4500.0,100.0,3,,0.006123609404754888,0.8445554989158051,1.0
steady,4500.0,100.0,4,,0.005608040514673839,0.7652451371816006,0.9999995358570525
steady,4500.0,100.0,5,,0.005456671441694621,0.7327524350054686,0.9999927785927698
steady,4500.0,100.0,6,,0.006306096916817507,0.7102461433829402,0.999897123664515
steady,4500.0,100.0,7,,0.007609526848305329,0.6039993022910828,0.9998264154008275
steady,4500.0,100.0,8,,0.00595422052854777,0.7231775767171044,0.9997235925283304
