relative_path,bytes,sha256
01_非定常摩阻正演与基准/data/timeseries/n1_k0.csv.gz,435400,450c30a5971048129a85aef891d366fb3b54c222a087dc38309974e7cf0cbf8f
01_非定常摩阻正演与基准/data/timeseries/n1_k0.01.csv.gz,560390,2922d940ed24a99b293325e992a5d619e7736805bde27f466d5cf65698a2109c
01_非定常摩阻正演与基准/data/timeseries/n1_k0.02.csv.gz,560545,73a190d85399c5850378551032584125e2361c28fe6df7a13fc10aa4e3837040
01_非定常摩阻正演与基准/data/timeseries/n1_k0.05.csv.gz,560041,9f983eba7769f99a75c5feb0c111eb50d87fec7dd708b42fa22eb92ab5bb4963
01_非定常摩阻正演与基准/data/timeseries/n4_D20_k0.01.csv.gz,561619,b3b92350c035bdc30fe195b2fb3558c1595e5082c77c54758ec0213ef6d52a4e
01_非定常摩阻正演与基准/data/timeseries/n4_D5_k0.01.csv.gz,560876,0ba3e83728581b2a6d8a35ece58b3136b1116e48db604c697136326776dc0018
05_雷诺数动态k与物性敏感性/data/realised_k_n1_snapshots.csv,498,4d05309531ac154736da04ba7720545c1a32e83cecfad46f9af376be93cec486
