x1,spacing_m,n_total,A_fit,gamma_local,R2_local,P_1
3500.0,10.0,3,2.4202712643114443,0.8472939539479906,0.9995459766985979,2.4160304635800416
3500.0,10.0,4,2.4660319453291057,0.7815944988784937,0.9983142791859083,2.4638500278493027
3500.0,10.0,5,2.6613489572326103,0.7420996329611665,0.9972903505515671,2.660207838277344
3500.0,10.0,6,2.8532057592504985,0.7419991519773611,0.9959239048605621,2.8511334046938908
3500.0,10.0,7,3.280696215791049,0.7575861643737365,0.9931516644456604,3.262858226698825
3500.0,10.0,8,3.559297284366391,0.7032924067260545,0.9946311284589283,3.5308011516023288
3500.0,20.0,2,2.7141528841930063,0.7581135824956448,1.0,2.7141528841930063
3500.0,20.0,3,2.3980166525675375,0.8130505978125131,0.9991176056748529,2.3919405687806217
3500.0,20.0,4,2.455537793285553,0.7508663830629719,0.9982337832883005,2.452639840555197
3500.0,20.0,5,2.808288875216697,0.7557880977098013,0.9966281936447376,2.8068244302732737
3500.0,20.0,6,3.2271273243008123,0.7718203588686582,0.9963613086954962,3.2321350190308653
3500.0,20.0,7,3.539111707615856,0.7371746251757716,0.9959581334195228,3.537550140912326
3500.0,20.0,8,3.6611507499417395,0.7054106217784126,0.996403387956939,3.658110815456936
3500.0,30.0,2,2.7072823408407523,0.77061059671986,1.0,2.7072823408407523
3500.0,30.0,3,2.3850422416085455,0.7955107360833719,0.9988514616747116,2.378023111640597
