x1,n_cases,MAE_minPsi,MAPE_minPsi,median_rel_mismatch,frac_rel_gt_0.05,frac_rel_gt_0.10,max_rel_mismatch,mean_min_Psi_local,mean_min_Psi_xfer
2000.0,60,0.43660604754845367,0.07792535241057573,0.0,0.2833333333333333,0.25,0.5754120966618226,6.501524387697675,6.064918340149221
2500.0,60,0.36722956860980555,0.04920714943868473,0.0,0.25,0.21666666666666667,0.44857290188307936,7.486086196427654,7.1358789493224615
3000.0,60,0.46941958376918547,0.035122296479573274,0.0,0.2,0.13333333333333333,0.26505054725198385,9.003338334203388,8.545549691431948
3500.0,60,0.7527742408968874,0.08630262646712442,0.0,0.36666666666666664,0.26666666666666666,0.5027878980646667,8.167841609498659,7.415468459598379
4000.0,60,1.055068940078752,0.166202037308675,0.0,0.36666666666666664,0.35,0.6467194721000677,8.098407032138828,7.047944542793733
4500.0,60,0.9410255496903115,0.1323786733731584,0.0,0.45,0.4166666666666667,0.8769640898233394,7.260435650004301,6.3194101003139895
