friction_model,Cf,Kleak,x1,spacing_m,n_total,frac_idx,x_f,delta_x,P_1d,P_2d,alpha_1d,alpha_2d
steady,5e-05,0.001,3000.0,20.0,3,1,3000.290023201856,0.0,0.30143065318097034,0.3225096844918617,1.0,1.0
steady,5e-05,0.001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.05427747090476925,0.17818112642508147,0.18006619543163252,0.5524830260704241
steady,5e-05,0.001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.013741211416396159,0.0731325067478643,0.04558664247111699,0.22676065329042777
steady,0.0001,0.0,3000.0,20.0,3,1,3000.290023201856,0.0,0.5764353857037867,0.23501132382496334,1.0,1.0
steady,0.0001,0.0,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.13616365049255477,0.09495837104192618,0.23621667557120668,0.4040587044760927
steady,0.0001,0.0,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.03299476694899369,0.03801835238347693,0.05723931557170006,0.1617724276630731
steady,0.0001,1e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.5765604910193443,0.23582589682612481,1.0,1.0
steady,0.0001,1e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.13609889278379622,0.09553412785693048,0.2360531026730202,0.4051044823434642
steady,0.0001,1e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.03283938849089326,0.03852190724431982,0.056957403433651965,0.16334892716520505
steady,0.0001,5e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.585109693933363,0.24691940356924122,1.0,1.0
steady,0.0001,5e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.13811326439963614,0.1040576250344113,0.23604678888701783,0.4214234423469738
steady,0.0001,5e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.03309621750172355,0.045463204947596536,0.05656412437680927,0.18412163762921016
steady,0.0001,0.0001,3000.0,20.0,3,1,3000.290023201856,0.0,0.6043508466546611,0.2493380898338902,1.0,1.0
steady,0.0001,0.0001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.14240248977685138,0.1023080545684388,0.23562884136774145,0.41031859446984914
steady,0.0001,0.0001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.033505464728713304,0.04487062445520701,0.0554404199384849,0.17995896449315046
steady,0.0001,0.0005,3000.0,20.0,3,1,3000.290023201856,0.0,0.6130381386480537,0.30674514853878987,1.0,1.0
steady,0.0001,0.0005,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.06216893740814749,0.1537911151719087,0.1014112067240221,0.501364458099851
steady,0.0001,0.0005,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.016657836761163565,0.06687050507527577,0.027172594510839823,0.2180002043840624
steady,0.0001,0.001,3000.0,20.0,3,1,3000.290023201856,0.0,0.3214110213988624,0.3239817012888877,1.0,1.0
steady,0.0001,0.001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.0553524171842557,0.16661020411993954,0.1722169231887193,0.5142580690734033
steady,0.0001,0.001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.014201989545071712,0.0703468433249607,0.04418638005399145,0.21713214988717494
brunone,1e-06,0.0,3000.0,20.0,3,1,3000.290023201856,0.0,0.03822465248025425,0.01095178500871506,1.0,1.0
brunone,1e-06,0.0,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.003571324386502031,0.009421900269137909,0.0934298719483944,0.860307270608424
brunone,1e-06,0.0,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.018158785094913057,0.0027901106238330804,0.47505428870264704,0.25476309310425693
brunone,1e-06,1e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.04154390365322125,0.01112511095012276,1.0,1.0
brunone,1e-06,1e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.005061673717552689,0.009289468075163445,0.12183914539673296,0.8350000388140795
brunone,1e-06,1e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.01856084080874914,0.0028933457203160345,0.44677652258395706,0.26007342607977385
brunone,1e-06,5e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.04772470594357331,0.010335375185275653,1.0,1.0
brunone,1e-06,5e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.01094891610229524,0.006637671478573221,0.2294181993544507,0.6422284009611586
brunone,1e-06,5e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.017470782377216245,0.004345414366994116,0.36607417545689225,0.4204408924781786
brunone,1e-06,0.0001,3000.0,20.0,3,1,3000.290023201856,0.0,0.047651892869485304,0.011987456011386271,1.0,1.0
brunone,1e-06,0.0001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.014921374790874095,0.00528013267049265,0.3131328871183048,0.4404714949925424
brunone,1e-06,0.0001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.015516478405634276,0.005161783319884176,0.32562144903944656,0.4305987287862631
brunone,1e-06,0.0005,3000.0,20.0,3,1,3000.290023201856,0.0,0.06903510632672738,0.008666476923176162,1.0,1.0
brunone,1e-06,0.0005,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.022885028995174264,0.008731438446510129,0.33149842468359,1.0074957244921803
brunone,1e-06,0.0005,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.007690236248410202,0.006954984557721691,0.11139602236598392,0.8025157880617504
brunone,1e-06,0.001,3000.0,20.0,3,1,3000.290023201856,0.0,0.10506010674936322,0.010764509938889425,1.0,1.0
brunone,1e-06,0.001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.013243829536966506,0.00788135227005458,0.12605954768884506,0.732160805721519
brunone,1e-06,0.001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.006184163385957997,0.005291845928161075,0.058863098252043985,0.49160119301325433
brunone,5e-06,0.0,3000.0,20.0,3,1,3000.290023201856,0.0,0.09305901885215369,0.016175868575698072,1.0,1.0
brunone,5e-06,0.0,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.015238951230559043,0.007664200654789087,0.16375576938727163,0.4738045823581586
brunone,5e-06,0.0,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.007047888323915202,0.0038340981688364424,0.07573568269736912,0.23702579870095053
brunone,5e-06,1e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.0948319016987591,0.01631257532695068,1.0,1.0
brunone,5e-06,1e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.01535717095073259,0.008110804682568095,0.16194097846435512,0.4972117841606468
brunone,5e-06,1e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.007059304398803331,0.003989922392648876,0.07444018597483956,0.24459181414825162
brunone,5e-06,5e-05,3000.0,20.0,3,1,3000.290023201856,0.0,0.09597691787090439,0.01414849674555881,1.0,1.0
brunone,5e-06,5e-05,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.014900151402823887,0.008826934576281982,0.15524723791261588,0.623877909789444
brunone,5e-06,5e-05,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.0065363823674056834,0.003973309342351365,0.06810369109995354,0.28082908126607725
brunone,5e-06,0.0001,3000.0,20.0,3,1,3000.290023201856,0.0,0.09342937376931826,0.012498377626921117,1.0,1.0
brunone,5e-06,0.0001,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.014368068012360135,0.009600823727815979,0.15378534001346947,0.7681655983202255
brunone,5e-06,0.0001,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.006185341551392614,0.004518582380952113,0.06620339302139099,0.36153351385536847
brunone,5e-06,0.0005,3000.0,20.0,3,1,3000.290023201856,0.0,0.0853435206392494,0.011337649795595933,1.0,1.0
brunone,5e-06,0.0005,3000.0,20.0,3,2,3020.591647331786,20.301624129930133,0.012750330465000279,0.007348391224953653,0.14940009938067184,0.6481406073953799
brunone,5e-06,0.0005,3000.0,20.0,3,3,3039.443155452436,39.1531322505798,0.007440310296338903,0.0060074576562311995,0.08718072843267627,0.5298679853883628
brunone,5e-06,0.001,3000.0,20.0,3,1,3000.290023201856,0.0,0.12210024351179491,0.014482948556680227,1.0,1.0
