friction_model,Cf,Kleak,x1,spacing_m,n_total,frac_idx,x_f,delta_x,P_1d,P_2d,alpha_1d,alpha_2d
steady,1e-07,0.0,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.03486316977227114,0.45649759986203103,0.14672486241189878,0.5133892086582642
steady,1e-07,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.23729201496110983,0.888468881136885,1.0,1.0
steady,1e-07,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.15815175046412527,0.7637415404026792,0.6664857664512859,0.8596154087303488
steady,1e-07,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.09713325454576001,0.6976327968955554,0.40934059480121715,0.7852079140947111
steady,1e-07,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.057437151955643716,0.6141168739522483,0.24205261169473902,0.6912080850444916
steady,1e-07,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.034923780196789496,0.4553300883801842,0.14717638182015189,0.5124885047155998
steady,1e-07,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.236621712493993,0.8919825377521967,1.0,1.0
steady,1e-07,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.157813122253105,0.7686704598662231,0.6669426934229941,0.8617550538638109
steady,1e-07,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.09734735863337812,0.6972096600024305,0.4114050126986949,0.781640481168392
steady,1e-07,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.0588594418099522,0.6147753249655169,0.2487491160028116,0.6892234981581093
steady,1e-07,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.03569784138549637,0.45337862382588806,0.15086460582691716,0.5082819501919913
steady,1e-07,1e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.23500339329298314,0.9085636306686683,1.0,1.0
steady,1e-07,1e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1570493192408114,0.7880250012683522,0.6682853257570416,0.8673305585525096
steady,1e-07,1e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.09765165785515098,0.7067562275246684,0.41553296948953766,0.7778830273059936
steady,1e-07,1e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.0602020399609618,0.6262014142970224,0.25617519439775405,0.6892213084032012
steady,1e-07,1e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.036612922861254,0.45365283643970156,0.15579742210619052,0.4993077216901477
steady,1e-07,5e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.21580507443324284,0.933148819718706,1.0,1.0
steady,1e-07,5e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.14532451772042898,0.7918465552066776,0.6734063974264131,0.8485747808644033
steady,1e-07,5e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.09593315956170317,0.7015622294520938,0.444536162153032,0.751822447424385
steady,1e-07,5e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.06477687244985827,0.6222111615019064,0.300163805786209,0.666786635050848
steady,1e-07,5e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.04090383119702553,0.4606940071049629,0.18954063663446766,0.49369832267894553
steady,1e-07,0.0001,3000.0,20.0,5,1,3000.290023201856,0.0,0.2157732035101856,0.9498184479433057,1.0,1.0
steady,1e-07,0.0001,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.14365714213201086,0.799438274265164,0.6657784182419552,0.8416748232214607
steady,1e-07,0.0001,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.09383130621869401,0.7256858980285127,0.4348607922218881,0.7640259036870471
steady,1e-07,0.0001,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.06449458805346903,0.6355853740172082,0.29889989583634535,0.6691651182323066
steady,1e-07,0.0001,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.04068080435333016,0.5054194238551699,0.18853501589417618,0.5321221386566901
steady,1e-07,0.0005,3000.0,20.0,5,1,3000.290023201856,0.0,0.2139487272039535,1.2066404810545261,1.0,1.0
steady,1e-07,0.0005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.11005322968131338,0.9459821211298306,0.5143906725670847,0.7839800967916335
steady,1e-07,0.0005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.06302704495019093,0.7795931507050536,0.2945894830685689,0.6460856924207775
steady,1e-07,0.0005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.031089346129528767,0.7731178834657277,0.14531213406047444,0.6407193323980581
steady,1e-07,0.0005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.017409151081952744,0.5439487425970477,0.0813706690825831,0.4507960333981763
steady,1e-07,0.001,3000.0,20.0,5,1,3000.290023201856,0.0,0.07497222542034467,1.2415274331393296,1.0,1.0
steady,1e-07,0.001,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.036796098773269253,1.0103788740935966,0.49079640582849987,0.8138192094062311
steady,1e-07,0.001,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.01932698426553072,0.6901499106414062,0.257788589803366,0.5558877655214522
steady,1e-07,0.001,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.015021954100239696,0.7347002426979341,0.20036692276395063,0.591771251352996
steady,1e-07,0.001,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.005159654409008082,0.5528686368587499,0.06882087839969526,0.445313266627355
steady,1e-07,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.10136544275187076,5.716008799308482,1.0,1.0
steady,1e-07,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.06615271396307076,0.8657296681880593,0.6526160411986153,0.15145702160094549
steady,1e-07,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.05219258059409271,0.5099637667332981,0.5148952066618331,0.08921675676828789
steady,1e-07,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.009139977779315163,0.15927301418721115,0.09016857748738516,0.02786437526241735
steady,1e-07,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.007993643646283697,0.18476804722426973,0.07885965304616764,0.032324661089853955
steady,5e-07,0.0,3000.0,20.0,5,1,3000.290023201856,0.0,0.46063424989769536,1.3858328459770923,1.0,1.0
steady,5e-07,0.0,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.13297043631151245,0.8797807619668315,0.28866814905978994,0.6348390172167807
steady,5e-07,0.0,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.05400961065657738,0.4357092061683628,0.1172505315628889,0.31440242409694263
steady,5e-07,0.0,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.008514272666313723,0.4221468279182772,0.01848380286139101,0.30461597814175
steady,5e-07,0.0,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.001682235054964483,0.2777060525096156,0.003651997339186349,0.20038928454882796
steady,5e-07,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.4606708049110863,1.3839910421976362,1.0,1.0
steady,5e-07,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.13378472450341128,0.8797725781897374,0.2904128568104787,0.6356779425340416
steady,5e-07,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.053966161998884425,0.43494978091019576,0.11714691146815867,0.31427210700694996
steady,5e-07,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.00865516011304354,0.422432248115772,0.018788167213492215,0.30522758835562463
steady,5e-07,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.001483015691336764,0.27821942078581646,0.0032192526105990146,0.20102689417991643
steady,5e-07,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.4612674395508021,1.3803419201530127,1.0,1.0
steady,5e-07,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1378151028389197,0.8812159485309152,0.29877483434150204,0.6384041052909784
steady,5e-07,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.05428631596481932,0.4353406378622624,0.11768946019186868,0.31538608768326354
steady,5e-07,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.009892699043737746,0.42604086536651253,0.021446775114609413,0.3086487913945882
steady,5e-07,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.002121054645904833,0.2820813880435034,0.004598318597927458,0.20435616996420303
steady,5e-07,1e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.4618406053742397,1.3823497390611177,1.0,1.0
steady,5e-07,1e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.14309957857662411,0.8866235784673622,0.3098462476262072,0.6413887552578053
steady,5e-07,1e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.054638684731927005,0.4393923266843038,0.11830636824939215,0.3178590151742178
steady,5e-07,1e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.011545249924886045,0.4338957820144095,0.02499834313080954,0.31388278215982335
steady,5e-07,1e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.0030102140539638904,0.2888105257704985,0.006517863563609023,0.20892724728740253
steady,5e-07,5e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.4487970950201511,1.526598759467505,1.0,1.0
steady,5e-07,5e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.17272279197747492,1.006586653574695,0.384857196924859,0.6593655650066189
steady,5e-07,5e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.056361068891534125,0.4908814239842016,0.12558251717071275,0.32155235351784683
steady,5e-07,5e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.024738529813168233,0.479689855410148,0.055121858157431855,0.3142213056543222
steady,5e-07,5e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.0056605770335565525,0.3285832994233019,0.012612775564651084,0.21523880940261964
steady,5e-07,0.0001,3000.0,20.0,5,1,3000.290023201856,0.0,0.4408307773931531,1.5096885083773648,1.0,1.0
steady,5e-07,0.0001,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1736909719399813,0.9846613604459413,0.3940082699468048,0.652228161625387
steady,5e-07,0.0001,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.059429002173424436,0.5761577019240571,0.13481137257443104,0.38164011895627387
steady,5e-07,0.0001,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.031073524074076344,0.5495510367934219,0.07048855403842086,0.36401617535268077
steady,5e-07,0.0001,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.011523929595084461,0.4262314207564231,0.02614139072419368,0.2823307049045123
steady,5e-07,0.0005,3000.0,20.0,5,1,3000.290023201856,0.0,0.3465879399673827,2.8311500340133287,1.0,1.0
steady,5e-07,0.0005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.07469585951682485,2.1277808560081235,0.21551776880596152,0.7515606133355863
steady,5e-07,0.0005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.0254793196018417,1.040628508514955,0.0735147322328629,0.36756388605792123
steady,5e-07,0.0005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.015088371751754393,1.0090681288577759,0.04353403570007184,0.356416338496678
steady,5e-07,0.0005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.009355888630497368,0.7039580727986472,0.02699427057784483,0.2486473921697267
steady,5e-07,0.001,3000.0,20.0,5,1,3000.290023201856,0.0,0.0430707142875229,2.538925848335065,1.0,1.0
steady,5e-07,0.001,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.05258729051551778,2.004080779065957,1.2209523660198904,0.7893419890069496
steady,5e-07,0.001,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.023109675930075266,1.0950723326681666,0.5365519544394898,0.4313132395679358
steady,5e-07,0.001,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.015810137595407222,0.9777653407506641,0.3670739586500715,0.38510984532764
steady,5e-07,0.001,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.004813948547507539,0.7444669170174306,0.11176848647950298,0.29322121302031123
steady,5e-07,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.09117405856999224,3.865912189412093,1.0,1.0
steady,5e-07,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.03575047268148545,0.9135227525259109,0.3921123315360655,0.23630199232870688
steady,5e-07,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.009905811610616096,0.3874417712807658,0.10864725960412996,0.10022001336240538
steady,5e-07,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.0071914596419473354,0.19699428480349604,0.07887616011331355,0.05095674064791779
steady,5e-07,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.008749627787382856,0.1257174017456201,0.09596619833114008,0.03251946645087625
steady,1e-06,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5137765681060575,1.6302986053650854,1.0,1.0
steady,1e-06,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.07116982471796897,0.9627127350794444,0.13852290885963014,0.5905131317117558
steady,1e-06,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.02645119635165499,0.35815113196209225,0.051483851140121946,0.21968437609126745
steady,1e-06,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.00537961006404715,0.31930623846272305,0.010470718981751328,0.19585751801046183
steady,1e-06,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.008441387001742927,0.20970994126501372,0.016430073938289054,0.12863284098685207
steady,1e-06,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.518157754864101,1.6213626744200311,1.0,1.0
steady,1e-06,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.07764565182157909,0.9710060368873059,0.14984944467721706,0.5988826881281446
steady,1e-06,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.029741110143970458,0.3640865195905772,0.05739779027676766,0.22455587841925165
steady,1e-06,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.006261753404435605,0.3267248529596401,0.01208464670393266,0.2015125043362128
steady,1e-06,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.007920770595030317,0.2121363438073716,0.015286407509442226,0.1308383048124959
steady,1e-06,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.07148581808570653,3.4510467339487216,1.0,1.0
steady,1e-06,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.0242159177617654,0.808856070092664,0.3387513553070372,0.23437992367236446
steady,1e-06,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.015049113586343062,0.3534578930189183,0.21051886918745505,0.10242048870039157
steady,1e-06,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.008591416037572259,0.14164387174005463,0.12018350307289968,0.041043741988965855
steady,1e-06,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.005648183688219359,0.10677634534633842,0.07901124781768014,0.030940278002020528
steady,5e-06,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5870502118748869,2.1084414814711625,1.0,1.0
steady,5e-06,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.12141749173938003,1.1559019159442654,0.20682641669032686,0.5482257516285138
steady,5e-06,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.0224034291145994,0.4918415031536467,0.038162713617032225,0.2332725415791312
steady,5e-06,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.011912460285383559,0.3652118996396353,0.020292063684532596,0.17321415028545595
steady,5e-06,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.0048581105964635935,0.2457388639156674,0.00827546008534439,0.11655000438722321
steady,5e-06,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5853222406672581,2.1071661626444356,1.0,1.0
steady,5e-06,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.12298397696169314,1.1447039546195341,0.21011328191030865,0.5432433259952135
steady,5e-06,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.02245952117312431,0.49138034810356546,0.03837120753778433,0.2331948741464682
steady,5e-06,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.012213714355850754,0.3671385775394098,0.020866650038664704,0.1742333300752424
steady,5e-06,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.004887186158594314,0.24974402050306307,0.008349565109678728,0.11852127512793827
steady,5e-06,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.035963859844235606,2.181576629985714,1.0,1.0
steady,5e-06,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.039178259082163665,0.6572765153903973,1.089378594284653,0.301285091871699
steady,5e-06,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.015115754568750934,0.2280727492186172,0.4203040117000604,0.10454491769106948
steady,5e-06,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.006781994701198413,0.14502107931436128,0.18857805392892085,0.06647535425574803
steady,5e-06,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.003998160511503606,0.09082470802583735,0.11117161864216427,0.041632600376009764
steady,1e-05,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5009462298898271,2.5136227904512434,1.0,1.0
steady,1e-05,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.11875903988439228,1.293981618180784,0.23706943539730985,0.5147875103203092
steady,1e-05,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.02838322381254921,0.5638579240191337,0.05665922232570055,0.22432081940103288
steady,1e-05,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.021410841084142575,0.42969713998496123,0.042740796929146375,0.17094734405547873
steady,1e-05,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.012095188943812953,0.3137241186380151,0.024144685042290955,0.12480954574003349
steady,1e-05,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5023298743196067,2.4869155946266526,1.0,1.0
steady,1e-05,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.11906862342603243,1.2808205451197496,0.23703273389285856,0.5150237297506803
steady,1e-05,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.028423402450065596,0.5602950942088039,0.056583141682672936,0.22529718958673303
steady,1e-05,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.021428427121535403,0.42618767987031875,0.04265807832066463,0.171371992194331
steady,1e-05,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.012086452972970872,0.31102673179812856,0.02406078871845253,0.125065254514527
steady,1e-05,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.02311762153182992,1.7843857609474683,1.0,1.0
steady,1e-05,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.05019053149408065,0.7624386031606076,2.1710940904960703,0.42728350553288996
steady,1e-05,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.010387752980459788,0.23336994217657425,0.4493435004183809,0.13078446784548434
steady,1e-05,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.007156550975639673,0.1586920373668743,0.30957124917829654,0.08893370527828715
steady,1e-05,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.005349969204842945,0.0874969662499936,0.2314238598238466,0.04903478169627105
steady,5e-05,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.523621121668542,3.3749911817323,1.0,1.0
steady,5e-05,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.12386318913076473,1.2308764587546717,0.23655117031197895,0.36470508883608194
steady,5e-05,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.030078254222250952,0.4151803071953463,0.05744278253406825,0.12301670873766386
steady,5e-05,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.022324095067683576,0.34887653794914064,0.04263406143080488,0.1033710961490782
steady,5e-05,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.012769571503077696,0.2667069968865658,0.024387044323931944,0.07902450185060088
steady,5e-05,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5260761746079708,3.3931637647228574,1.0,1.0
steady,5e-05,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.12446471455570891,1.2035753317508446,0.23659066987487004,0.3547059367613955
steady,5e-05,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.030213840000868297,0.41237117862462014,0.057432443169249184,0.12152999596183689
steady,5e-05,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.022421585704554773,0.3496073073041824,0.042620416560896754,0.10303284236938007
steady,5e-05,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.012820225561242007,0.26720443283860096,0.024369523236431625,0.07874787406862024
steady,5e-05,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.004061261211064229,1.3908118600395865,1.0,1.0
steady,5e-05,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.0521184266631137,0.7294005002868593,12.833064399090052,0.5244422493392445
steady,5e-05,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.013946744807983838,0.37149997895265535,3.4340920426364745,0.26711016035057494
steady,5e-05,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.010128038882383929,0.2662490141358401,2.4938161708958235,0.1914342419601325
steady,5e-05,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.0057988047767368826,0.19029971125492776,1.427833491955407,0.13682635065357532
steady,0.0001,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5678757211376998,2.5347778821693465,1.0,1.0
steady,0.0001,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1340384911419598,1.071536561316874,0.23603490368178257,0.42273390850318515
steady,0.0001,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.032370699303751437,0.4732469979404093,0.05700314012174878,0.18670156516254155
steady,0.0001,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.023868593378014172,0.37026530116640305,0.04203136793768026,0.1460740618619876
steady,0.0001,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.013516687559898112,0.2737923403924509,0.023802193079884383,0.10801433226888123
steady,0.0001,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.5690915907822988,2.5436145849169653,1.0,1.0
steady,0.0001,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.134310948864003,1.077451908132527,0.23600937184711016,0.423590867312038
steady,0.0001,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.0323966533117985,0.47638065376255373,0.05692695839568568,0.18728491988816964
steady,0.0001,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.02387334083470945,0.37261480822700505,0.0419499096830654,0.14649027821924082
steady,0.0001,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.013497921925384775,0.2756471941083426,0.02371836474833502,0.10836830223527788
steady,0.0001,0.005,3000.0,20.0,5,1,3000.290023201856,0.0,0.0020460706860145365,1.0690005426564204,1.0,1.0
steady,0.0001,0.005,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.05152039121280686,0.4741813940223929,25.180161939156402,0.44357451198675024
steady,0.0001,0.005,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.013773347935216068,0.23261689479640468,6.731609044282165,0.21760222330510862
steady,0.0001,0.005,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.010360507614602367,0.19789701756651676,5.063611773248756,0.18512340234622443
steady,0.0001,0.005,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.00631807641556294,0.15820496396053962,3.0879072061140183,0.1479933429850345
steady,0.0005,0.0,3000.0,20.0,5,1,3000.290023201856,0.0,0.6051645029757138,3.5914500602957586,1.0,1.0
steady,0.0005,0.0,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.13908040854495843,1.933037684649976,0.22982248274819905,0.5382332072552302
steady,0.0005,0.0,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.03048421898959825,0.819195345513037,0.05037344199750862,0.22809598679079937
steady,0.0005,0.0,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.02098135053754296,0.5649512320860728,0.03467049113815087,0.15730449333870136
steady,0.0005,0.0,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.010296823994723708,0.37679262090661914,0.017014917339156846,0.10491378540165194
steady,0.0005,1e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.6050576650850207,3.5905702232251473,1.0,1.0
steady,0.0005,1e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.13894139699128122,1.932399674095742,0.22963331432510262,0.5381874058878616
steady,0.0005,1e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.030336675604666928,0.8198558521417977,0.050138486553019904,0.2283358355836252
steady,0.0005,1e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.020832882740193567,0.5652072601739064,0.03443123514064763,0.15741434508589613
steady,0.0005,1e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.010148114773146383,0.3772231348593952,0.016772144803289788,0.1050593948613998
steady,0.0005,5e-06,3000.0,20.0,5,1,3000.290023201856,0.0,0.6053344163509451,3.5855735778270956,1.0,1.0
steady,0.0005,5e-06,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1389473907572451,1.92860892022891,0.22953823044597846,0.5378801685050547
steady,0.0005,5e-06,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.030279694842010655,0.822406733111867,0.05002143282145035,0.22936546001944164
steady,0.0005,5e-06,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.020768417665514835,0.5659946470702291,0.034308998637001764,0.15785330708880033
steady,0.0005,5e-06,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.010082658052405517,0.37892301307231957,0.016656343634292973,0.10567988770765983
steady,0.0005,1e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.6060510506971715,3.57342129993579,1.0,1.0
steady,0.0005,1e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.138995255284215,1.9197062733317145,0.22934578716482987,0.5372180082337924
steady,0.0005,1e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.030181176473920508,0.8258589533345125,0.04979972634186767,0.23111155501013894
steady,0.0005,1e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.020652224371904844,0.5675155581425996,0.03407670747892861,0.1588157428156588
steady,0.0005,1e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.009965756228226751,0.3820912434127652,0.016443757034597387,0.10692588736168077
steady,0.0005,5e-05,3000.0,20.0,5,1,3000.290023201856,0.0,0.6165947298181231,3.458999073971867,1.0,1.0
steady,0.0005,5e-05,3000.0,20.0,5,2,3020.591647331786,20.301624129930133,0.1390235599024674,1.8394052043169495,0.2254699126985324,0.5317738354306105
steady,0.0005,5e-05,3000.0,20.0,5,3,3039.443155452436,39.1531322505798,0.028273004829276024,0.8561059090034855,0.04585346494546865,0.24750105180584633
steady,0.0005,5e-05,3000.0,20.0,5,4,3059.7447795823664,59.45475638051039,0.018506524433519227,0.6004477474287542,0.030014081435594,0.17359002838334897
steady,0.0005,5e-05,3000.0,20.0,5,5,3080.046403712297,79.75638051044098,0.00784615242684291,0.42473000383196235,0.01272497484556394,0.12278985762903295
