friction_model,x1,spacing_m,n_total,frac_idx,x_f,P_2d,P_2d_profile,valley,sigma_ref,Gamma_k,A_fit,gamma_local,R2_local,gamma_cal,P_env_local,P_env_xfer,E_k_local,E_k_xfer,I_k,Psi_k_local,Psi_k_xfer
steady,2000.0,20.0,4,2,2020.011600928074,0.8865551434377966,0.8865551434377966,0.0,0.05,17.731102868755933,1.9343464090846014,0.5935335638559268,0.9525033366031624,0.6827223356407702,1.0684787762829466,1.0099867694070848,0.8297358479332355,0.8777888684207725,1.0,14.712131673598629,15.564164723017583
steady,2000.0,20.0,4,3,2040.3132250580045,0.6129573021868227,0.6129573021868227,0.0,0.05,12.259146043736452,1.9343464090846014,0.5935335638559268,0.9525033366031624,0.6827223356407702,0.5901977484515657,0.5102853987101811,1.0,1.0,1.0,12.259146043736452,12.259146043736452
steady,2000.0,20.0,4,4,2060.614849187935,0.4972865994419728,0.49728659944197284,0.0,0.05,9.945731988839455,1.9343464090846014,0.5935335638559268,0.9525033366031624,0.6827223356407702,0.3260087050948165,0.25781643485257905,1.0,1.0,1.0,9.945731988839455,9.945731988839455
steady,2000.0,20.0,5,1,1999.709976798144,2.126748158268585,2.1267481582685854,0.0,0.05,42.5349631653717,2.0201153617066097,0.5816933253564462,0.9283884731496608,0.6827223356407702,2.0201153617066097,2.126748158268585,1.0,1.0,1.0,42.5349631653717,42.5349631653717
steady,2000.0,20.0,5,2,2020.011600928074,0.8622230438387853,0.8622230438387853,0.0,0.05,17.244460876775705,2.0201153617066097,0.5816933253564462,0.9283884731496608,0.6827223356407702,1.1291456605725814,1.0745175726760519,0.7636065690599727,0.8024280530763646,1.0,13.167983605403625,13.837439167702668
steady,2000.0,20.0,5,3,2040.3132250580045,0.6244653634209923,0.6244653634209923,0.0,0.05,12.489307268419847,2.0201153617066097,0.5816933253564462,0.9283884731496608,0.6827223356407702,0.6311371850134273,0.5428889215212019,0.9894288884400101,1.0,1.0,12.357281407978387,12.489307268419847
steady,2000.0,20.0,5,4,2060.614849187935,0.4972659369305381,0.49726593693053817,0.0,0.05,9.945318738610762,2.0201153617066097,0.5816933253564462,0.9283884731496608,0.6827223356407702,0.3527748103860054,0.2742890284953108,1.0,1.0,1.0,9.945318738610762,9.945318738610762
steady,2000.0,20.0,5,5,2079.4663573085845,0.3960944980897365,0.39609449808973657,0.0,0.05,7.92188996179473,2.0201153617066097,0.5816933253564462,0.9283884731496608,0.6827223356407702,0.19718386081186834,0.13858170275807183,1.0,1.0,1.0,7.92188996179473,7.92188996179473
steady,2000.0,20.0,6,1,1999.709976798144,2.046646152434848,2.046646152434848,0.0,0.05,40.932923048696956,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,1.9620612157055923,2.046646152434848,1.0,1.0,1.0,40.932923048696956,40.932923048696956
steady,2000.0,20.0,6,2,2020.011600928074,1.1723235149483089,1.1723235149483087,0.0,0.05,23.446470298966176,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,1.3113055430629255,1.034046860363306,0.8940124756965606,1.0,1.0,20.96143695832463,23.446470298966176
steady,2000.0,20.0,6,3,2040.3132250580045,0.8167504049820462,0.8167504049820462,0.0,0.05,16.335008099640923,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,0.8763856160569296,0.522441511521249,0.9319532292837067,1.0,1.0,15.223463548835865,16.335008099640923
steady,2000.0,20.0,6,4,2060.614849187935,0.6070269202193435,0.6070269202193435,0.0,0.05,12.140538404386868,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,0.5857153217224123,0.26395818547789,1.0,1.0,1.0,12.140538404386868,12.140538404386868
steady,2000.0,20.0,6,5,2079.4663573085845,0.4706793849520961,0.4706793849520961,0.0,0.05,9.413587699041921,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,0.3914514704656035,0.1333621508710193,1.0,1.0,1.0,9.413587699041921,9.413587699041921
steady,2000.0,20.0,6,6,2099.767981438515,0.3573846244969563,0.3573846244969563,0.0,0.05,7.147692489939126,1.9620612157055923,0.4029723226247111,0.9765623088775,0.6827223356407702,0.2616189948370609,0.0673798512925233,1.0,1.0,1.0,7.147692489939126,7.147692489939126
steady,2000.0,20.0,7,1,1999.709976798144,2.132957309096535,2.132957309096535,0.0,0.05,42.659146181930694,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,1.9706039159220121,2.132957309096535,1.0,1.0,1.0,42.659146181930694,42.659146181930694
steady,2000.0,20.0,7,2,2020.011600928074,0.9613490333649252,0.9613490333649253,0.0,0.05,19.226980667298502,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,1.2485492149932569,1.0776546820935862,0.7699728787784447,0.892075216058347,1.0,14.804253654617328,17.151912932929974
