friction_model,x1,n_total,spacing_m,frac_idx,x_true,x_extracted,loc_error_m,P_2d,alpha_2d,tau_round_sec
steady,2000.0,3,90.0,2,2090.0,2089.6171693735496,0.38283062645041355,0.9159379790252784,0.4676186991430822,2.7586206896551726
steady,2000.0,3,90.0,3,2180.0,2179.524361948956,0.47563805104391577,0.6387846289183835,0.3261221218551164,2.7586206896551726
steady,2000.0,3,100.0,1,2000.0,1999.709976798144,0.29002320185600183,1.971819831846288,1.0,2.7586206896551726
steady,2000.0,3,100.0,2,2100.0,2099.767981438515,0.23201856148489242,0.9251083752103508,0.4691647584983145,2.7586206896551726
steady,2000.0,3,100.0,3,2200.0,2199.825986078886,0.174013921113783,0.6406700452289084,0.3249130751611445,2.7586206896551726
steady,2000.0,4,10.0,1,2000.0,1999.709976798144,0.29002320185600183,2.0428518898348846,1.0,2.7586206896551726
steady,2000.0,4,10.0,2,2010.0,2009.8607888631088,0.13921113689116282,0.8069496814033619,0.3950113492900282,2.7586206896551726
steady,2000.0,4,10.0,3,2020.0,2020.011600928074,0.01160092807390356,0.5912287133717731,0.2894134010956417,2.7586206896551726
steady,2000.0,4,10.0,4,2030.0,2030.1624129930392,0.16241299303919732,0.4867642761500487,0.2382768318017376,2.7586206896551726
steady,2000.0,4,20.0,1,2000.0,1999.709976798144,0.29002320185600183,1.99902501023102,1.0,2.7586206896551726
steady,2000.0,4,20.0,2,2020.0,2020.011600928074,0.01160092807390356,0.8865551434377966,0.4434937726643754,2.7586206896551726
steady,2000.0,4,20.0,3,2040.0,2040.3132250580045,0.3132250580044911,0.6129573021868227,0.3066281307385871,2.7586206896551726
steady,2000.0,4,20.0,4,2060.0,2060.614849187935,0.6148491879348512,0.4972865994419728,0.2487645711768775,2.7586206896551726
steady,2000.0,4,30.0,1,2000.0,1999.709976798144,0.29002320185600183,1.79005870525476,1.0,2.7586206896551726
steady,2000.0,4,30.0,2,2030.0,2030.1624129930392,0.16241299303919732,0.7592511856727426,0.4241487630790782,2.7586206896551726
steady,2000.0,4,30.0,3,2060.0,2060.614849187935,0.6148491879348512,0.479451632049012,0.2678412895854031,2.7586206896551726
steady,2000.0,4,30.0,4,2090.0,2089.6171693735496,0.38283062645041355,0.3149940270600271,0.1759685456881132,2.7586206896551726
steady,2000.0,4,40.0,1,2000.0,1999.709976798144,0.29002320185600183,1.8089158714910412,1.0,2.7586206896551726
steady,2000.0,4,40.0,2,2040.0,2040.3132250580045,0.3132250580044911,0.6529250304869904,0.3609482567858734,2.7586206896551726
steady,2000.0,4,40.0,3,2080.0,2079.4663573085845,0.5336426914154799,0.267836116360739,0.1480644404650885,2.7586206896551726
steady,2000.0,4,40.0,4,2120.0,2120.069605568445,0.0696055684447856,0.2100483131605043,0.1161183427438043,2.7586206896551726
steady,2000.0,4,50.0,1,2000.0,1999.709976798144,0.29002320185600183,1.7585675698786984,1.0,2.7586206896551726
steady,2000.0,4,50.0,2,2050.0,2050.46403712297,0.46403712296978483,0.6854814851877533,0.3897953635270529,2.7586206896551726
steady,2000.0,4,50.0,3,2100.0,2099.767981438515,0.23201856148489242,0.2679430597006131,0.1523643812669053,2.7586206896551726
steady,2000.0,4,50.0,4,2150.0,2150.522041763341,0.5220417633408942,0.217865954183623,0.123888304274058,2.7586206896551726
steady,2000.0,4,60.0,1,2000.0,1999.709976798144,0.29002320185600183,1.5711275011265573,1.0,2.7586206896551726
steady,2000.0,4,60.0,2,2060.0,2060.614849187935,0.6148491879348512,0.7270992942930217,0.4627882165971025,2.7586206896551726
steady,2000.0,4,60.0,3,2120.0,2120.069605568445,0.0696055684447856,0.2865645366278047,0.1823941955203045,2.7586206896551726
steady,2000.0,4,60.0,4,2180.0,2179.524361948956,0.47563805104391577,0.1695525852393342,0.1079177756851424,2.7586206896551726
steady,2000.0,4,70.0,1,2000.0,1999.709976798144,0.29002320185600183,1.5510792657957715,1.0,2.7586206896551726
steady,2000.0,4,70.0,2,2070.0,2069.3155452436195,0.6844547563805463,0.7726507477664869,0.4981375000007387,2.7586206896551726
steady,2000.0,4,70.0,3,2140.0,2140.371229698376,0.37122969837582787,0.3369312159717744,0.2172237250550274,2.7586206896551726
steady,2000.0,4,70.0,4,2210.0,2209.9767981438517,0.023201856148261868,0.2845105058766375,0.1834274444579537,2.7586206896551726
steady,2000.0,4,80.0,1,2000.0,1999.709976798144,0.29002320185600183,1.5896958392367682,1.0,2.7586206896551726
steady,2000.0,4,80.0,2,2080.0,2079.4663573085845,0.5336426914154799,0.8305550274569692,0.5224615973428782,2.7586206896551726
steady,2000.0,4,80.0,3,2160.0,2160.672853828306,0.6728538283059606,0.3944769330807567,0.2481461694396519,2.7586206896551726
steady,2000.0,4,80.0,4,2240.0,2240.429234338747,0.4292343387469373,0.3281283728535497,0.2064095311535117,2.7586206896551726
steady,2000.0,4,90.0,1,2000.0,1999.709976798144,0.29002320185600183,1.85035427260245,1.0,2.7586206896551726
steady,2000.0,4,90.0,2,2090.0,2089.6171693735496,0.38283062645041355,1.1432128832758162,0.6178345953545061,2.7586206896551726
steady,2000.0,4,90.0,3,2180.0,2179.524361948956,0.47563805104391577,0.8876989535118547,0.4797454015459111,2.7586206896551726
steady,2000.0,4,90.0,4,2270.0,2269.4315545243617,0.5684454756383275,0.7044598757395143,0.3807162153595156,2.7586206896551726
steady,2000.0,4,100.0,1,2000.0,1999.709976798144,0.29002320185600183,1.8561996917455463,1.0,2.7586206896551726
steady,2000.0,4,100.0,2,2100.0,2099.767981438515,0.23201856148489242,1.1468980646346425,0.6178742889220686,2.7586206896551726
steady,2000.0,4,100.0,3,2200.0,2199.825986078886,0.174013921113783,0.8859909769514956,0.4773144726246135,2.7586206896551726
steady,2000.0,4,100.0,4,2300.0,2299.8839907192573,0.11600928074267358,0.6904753770007821,0.3719833485972987,2.7586206896551726
steady,2000.0,5,10.0,1,2000.0,1999.709976798144,0.29002320185600183,2.1815653179856374,1.0,2.7586206896551726
steady,2000.0,5,10.0,2,2010.0,2009.8607888631088,0.13921113689116282,0.8911707044445839,0.4085005830893261,2.7586206896551726
steady,2000.0,5,10.0,3,2020.0,2020.011600928074,0.01160092807390356,0.6639964627028113,0.3043669869650828,2.7586206896551726
steady,2000.0,5,10.0,4,2030.0,2030.1624129930392,0.16241299303919732,0.5555519788608685,0.2546575040777789,2.7586206896551726
steady,2000.0,5,10.0,5,2040.0,2040.3132250580045,0.3132250580044911,0.4782821738778336,0.2192380718260861,2.7586206896551726
steady,2000.0,5,20.0,1,2000.0,1999.709976798144,0.29002320185600183,2.126748158268585,1.0,2.7586206896551726
steady,2000.0,5,20.0,2,2020.0,2020.011600928074,0.01160092807390356,0.8622230438387853,0.4054184979479342,2.7586206896551726
steady,2000.0,5,20.0,3,2040.0,2040.3132250580045,0.3132250580044911,0.6244653634209923,0.2936244994467883,2.7586206896551726
steady,2000.0,5,20.0,4,2060.0,2060.614849187935,0.6148491879348512,0.4972659369305381,0.2338151487270449,2.7586206896551726
steady,2000.0,5,20.0,5,2080.0,2079.4663573085845,0.5336426914154799,0.3960944980897365,0.1862441947109537,2.7586206896551726
steady,2000.0,5,30.0,1,2000.0,1999.709976798144,0.29002320185600183,1.9339738902781665,1.0,2.7586206896551726
steady,2000.0,5,30.0,2,2030.0,2030.1624129930392,0.16241299303919732,0.933041193260318,0.4824476679600453,2.7586206896551726
steady,2000.0,5,30.0,3,2060.0,2060.614849187935,0.6148491879348512,0.6258779391522573,0.3236227450114315,2.7586206896551726
steady,2000.0,5,30.0,4,2090.0,2089.6171693735496,0.38283062645041355,0.420132748237354,0.2172380663199779,2.7586206896551726
steady,2000.0,5,30.0,5,2120.0,2120.069605568445,0.0696055684447856,0.2800390432971085,0.1447998055738126,2.7586206896551726
steady,2000.0,5,40.0,1,2000.0,1999.709976798144,0.29002320185600183,1.7136767922383662,1.0,2.7586206896551726
steady,2000.0,5,40.0,2,2040.0,2040.3132250580045,0.3132250580044911,0.8770024457472906,0.5117665418119888,2.7586206896551726
steady,2000.0,5,40.0,3,2080.0,2079.4663573085845,0.5336426914154799,0.4318622329987213,0.2520091507072536,2.7586206896551726
steady,2000.0,5,40.0,4,2120.0,2120.069605568445,0.0696055684447856,0.3380713925537893,0.1972783864991297,2.7586206896551726
steady,2000.0,5,40.0,5,2160.0,2160.672853828306,0.6728538283059606,0.2539231400695358,0.1481744639477011,2.7586206896551726
steady,2000.0,5,50.0,1,2000.0,1999.709976798144,0.29002320185600183,1.5775269663796654,1.0,2.7586206896551726
steady,2000.0,5,50.0,2,2050.0,2050.46403712297,0.46403712296978483,0.7721116811358154,0.4894443629751495,2.7586206896551726
steady,2000.0,5,50.0,3,2100.0,2099.767981438515,0.23201856148489242,0.3698238211268728,0.2344326461661681,2.7586206896551726
steady,2000.0,5,50.0,4,2150.0,2150.522041763341,0.5220417633408942,0.2875256606665161,0.1822635471813018,2.7586206896551726
steady,2000.0,5,50.0,5,2200.0,2199.825986078886,0.174013921113783,0.1955442200981199,0.1239561822178436,2.7586206896551726
steady,2000.0,5,60.0,1,2000.0,1999.709976798144,0.29002320185600183,1.6016407380638251,1.0,2.7586206896551726
steady,2000.0,5,60.0,2,2060.0,2060.614849187935,0.6148491879348512,0.7953033318000811,0.4965553840504201,2.7586206896551726
steady,2000.0,5,60.0,3,2120.0,2120.069605568445,0.0696055684447856,0.3887049694996122,0.2426917349576821,2.7586206896551726
steady,2000.0,5,60.0,4,2180.0,2179.524361948956,0.47563805104391577,0.2376658069214085,0.1483889621893081,2.7586206896551726
steady,2000.0,5,60.0,5,2240.0,2240.429234338747,0.4292343387469373,0.1732336457755412,0.1081601145990817,2.7586206896551726
steady,2000.0,5,70.0,1,2000.0,1999.709976798144,0.29002320185600183,1.581916832034039,1.0,2.7586206896551726
steady,2000.0,5,70.0,2,2070.0,2069.3155452436195,0.6844547563805463,0.7700409301715315,0.4867771266972409,2.7586206896551726
steady,2000.0,5,70.0,3,2140.0,2140.371229698376,0.37122969837582787,0.3621491005479925,0.2289305564075317,2.7586206896551726
steady,2000.0,5,70.0,4,2210.0,2209.9767981438517,0.023201856148261868,0.2883383731032348,0.1822715121707678,2.7586206896551726
steady,2000.0,5,70.0,5,2280.0,2279.582366589327,0.41763341067280635,0.2049863490990464,0.1295809899408388,2.7586206896551726
steady,2000.0,5,80.0,1,2000.0,1999.709976798144,0.29002320185600183,1.5819437479908165,1.0,2.7586206896551726
steady,2000.0,5,80.0,2,2080.0,2079.4663573085845,0.5336426914154799,0.7689488626254798,0.486078511705679,2.7586206896551726
steady,2000.0,5,80.0,3,2160.0,2160.672853828306,0.6728538283059606,0.3683588993279004,0.2328520845293917,2.7586206896551726
steady,2000.0,5,80.0,4,2240.0,2240.429234338747,0.4292343387469373,0.2883972057389539,0.1823056010084046,2.7586206896551726
steady,2000.0,5,80.0,5,2320.0,2320.185614849188,0.18561484918791393,0.2117171757335661,0.1338335677248083,2.7586206896551726
steady,2000.0,5,90.0,1,2000.0,1999.709976798144,0.29002320185600183,1.890106744077669,1.0,2.7586206896551726
steady,2000.0,5,90.0,2,2090.0,2089.6171693735496,0.38283062645041355,1.1022340898552891,0.5831597042383738,2.7586206896551726
steady,2000.0,5,90.0,3,2180.0,2179.524361948956,0.47563805104391577,0.8597820253794656,0.4548854333616065,2.7586206896551726
steady,2000.0,5,90.0,4,2270.0,2269.4315545243617,0.5684454756383275,0.6803423620611319,0.3599491744013241,2.7586206896551726
steady,2000.0,5,90.0,5,2360.0,2359.338747099768,0.6612529002318297,0.5510284258117885,0.29153296634613,2.7586206896551726
steady,2000.0,5,100.0,1,2000.0,1999.709976798144,0.29002320185600183,1.944313987805138,1.0,2.7586206896551726
steady,2000.0,5,100.0,2,2100.0,2099.767981438515,0.23201856148489242,1.133881230339019,0.5831780450332585,2.7586206896551726
steady,2000.0,5,100.0,3,2200.0,2199.825986078886,0.174013921113783,0.8816162907974907,0.4534330855649059,2.7586206896551726
steady,2000.0,5,100.0,4,2300.0,2299.8839907192573,0.11600928074267358,0.6975067367970722,0.3587418190538561,2.7586206896551726
steady,2000.0,5,100.0,5,2400.0,2399.9419953596284,0.058004640371564165,0.5558519468443198,0.2858858961724592,2.7586206896551726
steady,2000.0,6,10.0,1,2000.0,1999.709976798144,0.29002320185600183,2.21424639331295,1.0,2.7586206896551726
steady,2000.0,6,10.0,2,2010.0,2009.8607888631088,0.13921113689116282,1.1643941695135278,0.5258647696254635,2.7586206896551726
steady,2000.0,6,10.0,3,2020.0,2020.011600928074,0.01160092807390356,0.8342236095523249,0.3767528365730616,2.7586206896551726
steady,2000.0,6,10.0,4,2030.0,2030.1624129930392,0.16241299303919732,0.6500465735840191,0.2935746335851183,2.7586206896551726
steady,2000.0,6,10.0,5,2040.0,2040.3132250580045,0.3132250580044911,0.5347860169790526,0.2415205546203497,2.7586206896551726
steady,2000.0,6,10.0,6,2050.0,2050.46403712297,0.46403712296978483,0.4576359513685811,0.2066779707762636,2.7586206896551726
steady,2000.0,6,20.0,1,2000.0,1999.709976798144,0.29002320185600183,2.046646152434848,1.0,2.7586206896551726
steady,2000.0,6,20.0,2,2020.0,2020.011600928074,0.01160092807390356,1.1723235149483089,0.5728022470096369,2.7586206896551726
steady,2000.0,6,20.0,3,2040.0,2040.3132250580045,0.3132250580044911,0.8167504049820462,0.3990677157408852,2.7586206896551726
steady,2000.0,6,20.0,4,2060.0,2060.614849187935,0.6148491879348512,0.6070269202193435,0.2965959306141794,2.7586206896551726
steady,2000.0,6,20.0,5,2080.0,2079.4663573085845,0.5336426914154799,0.4706793849520961,0.2299759459602431,2.7586206896551726
steady,2000.0,6,20.0,6,2100.0,2099.767981438515,0.23201856148489242,0.3573846244969563,0.1746196449600162,2.7586206896551726
steady,2000.0,6,30.0,1,2000.0,1999.709976798144,0.29002320185600183,1.830037565823546,1.0,2.7586206896551726
steady,2000.0,6,30.0,2,2030.0,2030.1624129930392,0.16241299303919732,1.0523685113323915,0.5750529557347143,2.7586206896551726
steady,2000.0,6,30.0,3,2060.0,2060.614849187935,0.6148491879348512,0.7311763114032176,0.3995416952406529,2.7586206896551726
steady,2000.0,6,30.0,4,2090.0,2089.6171693735496,0.38283062645041355,0.4724265135841125,0.2581512655296303,2.7586206896551726
steady,2000.0,6,30.0,5,2120.0,2120.069605568445,0.0696055684447856,0.3090641496807171,0.1688840466734536,2.7586206896551726
steady,2000.0,6,30.0,6,2150.0,2150.522041763341,0.5220417633408942,0.198455651925633,0.1084434853315837,2.7586206896551726
steady,2000.0,6,40.0,1,2000.0,1999.709976798144,0.29002320185600183,1.8159227468021264,1.0,2.7586206896551726
steady,2000.0,6,40.0,2,2040.0,2040.3132250580045,0.3132250580044911,0.8597291621346962,0.4734392823971697,2.7586206896551726
steady,2000.0,6,40.0,3,2080.0,2079.4663573085845,0.5336426914154799,0.3323518944913645,0.1830209435267234,2.7586206896551726
steady,2000.0,6,40.0,4,2120.0,2120.069605568445,0.0696055684447856,0.283914265053366,0.1563471053784332,2.7586206896551726
steady,2000.0,6,40.0,5,2160.0,2160.672853828306,0.6728538283059606,0.2023281298232624,0.1114189081994627,2.7586206896551726
steady,2000.0,6,40.0,6,2200.0,2199.825986078886,0.174013921113783,0.150161710900973,0.0826916845253525,2.7586206896551726
steady,2000.0,6,50.0,1,2000.0,1999.709976798144,0.29002320185600183,1.9565598551726824,1.0,2.7586206896551726
steady,2000.0,6,50.0,2,2050.0,2050.46403712297,0.46403712296978483,0.7750533144029934,0.3961306434627774,2.7586206896551726
steady,2000.0,6,50.0,3,2100.0,2099.767981438515,0.23201856148489242,0.3332577486393189,0.1703284199347462,2.7586206896551726
steady,2000.0,6,50.0,4,2150.0,2150.522041763341,0.5220417633408942,0.2742524003529725,0.1401707183288637,2.7586206896551726
steady,2000.0,6,50.0,5,2200.0,2199.825986078886,0.174013921113783,0.19734748983109,0.100864529806921,2.7586206896551726
steady,2000.0,6,50.0,6,2250.0,2250.580046403712,0.5800464037120037,0.1689995735839601,0.0863758770973272,2.7586206896551726
steady,2000.0,6,60.0,1,2000.0,1999.709976798144,0.29002320185600183,1.9972713628001049,1.0,2.7586206896551726
steady,2000.0,6,60.0,2,2060.0,2060.614849187935,0.6148491879348512,0.7825985631915519,0.3918338678297454,2.7586206896551726
steady,2000.0,6,60.0,3,2120.0,2120.069605568445,0.0696055684447856,0.3501063713388542,0.1752923402696853,2.7586206896551726
steady,2000.0,6,60.0,4,2180.0,2179.524361948956,0.47563805104391577,0.2269753187487586,0.1136427042295079,2.7586206896551726
steady,2000.0,6,60.0,5,2240.0,2240.429234338747,0.4292343387469373,0.1842314032941718,0.0922415485074025,2.7586206896551726
steady,2000.0,6,60.0,6,2300.0,2299.8839907192573,0.11600928074267358,0.1377121370487946,0.0689501384807956,2.7586206896551726
steady,2000.0,6,70.0,1,2000.0,1999.709976798144,0.29002320185600183,2.017967926850536,1.0,2.7586206896551726
steady,2000.0,6,70.0,2,2070.0,2069.3155452436195,0.6844547563805463,0.8856572437285296,0.4388856888874266,2.7586206896551726
steady,2000.0,6,70.0,3,2140.0,2140.371229698376,0.37122969837582787,0.3658751146218791,0.1813086867009349,2.7586206896551726
steady,2000.0,6,70.0,4,2210.0,2209.9767981438517,0.023201856148261868,0.3155457690389693,0.1563680794131574,2.7586206896551726
steady,2000.0,6,70.0,5,2280.0,2279.582366589327,0.41763341067280635,0.2385800333241117,0.1182278618751221,2.7586206896551726
steady,2000.0,6,70.0,6,2350.0,2350.638051044084,0.6380510440840226,0.1815705271137157,0.0899769142501163,2.7586206896551726
steady,2000.0,6,80.0,1,2000.0,1999.709976798144,0.29002320185600183,2.1250299344619843,1.0,2.7586206896551726
steady,2000.0,6,80.0,2,2080.0,2079.4663573085845,0.5336426914154799,0.862280782513785,0.4057734757191067,2.7586206896551726
steady,2000.0,6,80.0,3,2160.0,2160.672853828306,0.6728538283059606,0.3881152656876532,0.1826399051578143,2.7586206896551726
steady,2000.0,6,80.0,4,2240.0,2240.429234338747,0.4292343387469373,0.3059882254488109,0.1439924306413505,2.7586206896551726
steady,2000.0,6,80.0,5,2320.0,2320.185614849188,0.18561484918791393,0.2299220237812648,0.1081970752753073,2.7586206896551726
steady,2000.0,6,80.0,6,2400.0,2399.9419953596284,0.058004640371564165,0.1567867291283423,0.073780950840129,2.7586206896551726
steady,2000.0,6,90.0,1,2000.0,1999.709976798144,0.29002320185600183,2.271399391383645,1.0,2.7586206896551726
steady,2000.0,6,90.0,2,2090.0,2089.6171693735496,0.38283062645041355,1.2055501737921572,0.5307521778711864,2.7586206896551726
steady,2000.0,6,90.0,3,2180.0,2179.524361948956,0.47563805104391577,0.876101205361009,0.3857098882232787,2.7586206896551726
steady,2000.0,6,90.0,4,2270.0,2269.4315545243617,0.5684454756383275,0.6816684815519505,0.300109476183625,2.7586206896551726
steady,2000.0,6,90.0,5,2360.0,2359.338747099768,0.6612529002318297,0.5443342445561878,0.2396470856781384,2.7586206896551726
steady,2000.0,6,90.0,6,2450.0,2450.6960556844547,0.6960556844546772,0.4470732359783862,0.196827223637692,2.7586206896551726
steady,2000.0,6,100.0,1,2000.0,1999.709976798144,0.29002320185600183,2.296126503807219,1.0,2.7586206896551726
steady,2000.0,6,100.0,2,2100.0,2099.767981438515,0.23201856148489242,1.2438917552005897,0.5417348535187788,2.7586206896551726
steady,2000.0,6,100.0,3,2200.0,2199.825986078886,0.174013921113783,0.922757726270677,0.4018758220597374,2.7586206896551726
steady,2000.0,6,100.0,4,2300.0,2299.8839907192573,0.11600928074267358,0.7356180467190223,0.320373483559939,2.7586206896551726
steady,2000.0,6,100.0,5,2400.0,2399.9419953596284,0.058004640371564165,0.59879464068414,0.2607846909529051,2.7586206896551726
steady,2000.0,6,100.0,6,2500.0,2500.0,0.0,0.5036534738112809,0.2193491834949731,2.7586206896551726
steady,2000.0,7,10.0,1,2000.0,1999.709976798144,0.29002320185600183,2.1174476032432503,1.0,2.7586206896551726
steady,2000.0,7,10.0,2,2010.0,2009.8607888631088,0.13921113689116282,1.1560698701056462,0.5459733068884057,2.7586206896551726
steady,2000.0,7,10.0,3,2020.0,2020.011600928074,0.01160092807390356,0.7781773897997447,0.367507270832972,2.7586206896551726
steady,2000.0,7,10.0,4,2030.0,2030.1624129930392,0.16241299303919732,0.6092150782226444,0.2877119968822474,2.7586206896551726
steady,2000.0,7,10.0,5,2040.0,2040.3132250580045,0.3132250580044911,0.5226758232499857,0.2468423881891642,2.7586206896551726
steady,2000.0,7,10.0,6,2050.0,2050.46403712297,0.46403712296978483,0.4621961808606117,0.2182798668324427,2.7586206896551726
steady,2000.0,7,10.0,7,2060.0,2060.614849187935,0.6148491879348512,0.4168179016028281,0.196849216464387,2.7586206896551726
steady,2000.0,7,20.0,1,2000.0,1999.709976798144,0.29002320185600183,2.132957309096535,1.0,2.7586206896551726
