friction_model,x1,n_total,spacing_m,frac_idx,x_true,x_extracted,loc_error_m,P_1d,P_2d,alpha_2d,mu_coda,sigma_coda,PSR_dB,tau_s_ms
steady,3000.0,8,80,7,3480.0,3480.278422273782,0.2784222737818709,0.0054913342349789,0.5643886855854825,0.1872125599829464,-0.002633976078827316,0.02467668183281184,27.226273094071686,110.34482758620689
steady,3000.0,8,80,8,3560.0,3560.0348027842224,0.0348027842223928,0.0055363257885608,0.4252084334164581,0.1410452785098868,-0.002633976078827316,0.02467668183281184,24.779941396858867,110.34482758620689
steady,3000.0,8,90,1,3000.0,3000.290023201856,0.29002320185600183,0.6152976022598395,3.0019434368518176,1.0,-0.0019002102379278778,0.030165130282533956,39.963442362320706,124.13793103448276
steady,3000.0,8,90,2,3090.0,3090.197215777262,0.19721577726204487,0.1183362052332059,1.8891389106061796,0.6293052984993439,-0.0019002102379278778,0.030165130282533956,35.94390616067841,124.13793103448276
steady,3000.0,8,90,3,3180.0,3180.104408352668,0.1044083526680879,0.0374007460327383,1.414475839509734,0.4711867059670903,-0.0019002102379278778,0.030165130282533956,33.43346738136206,124.13793103448276
steady,3000.0,8,90,4,3270.0,3270.011600928074,0.011600928074130934,0.013462855005778,1.114682963995525,0.3713204420548674,-0.0019002102379278778,0.030165130282533956,31.367717476504563,124.13793103448276
steady,3000.0,8,90,5,3360.0,3359.91879350348,0.08120649651982603,0.006919645304722,0.8935270244070462,0.2976495204533571,-0.0019002102379278778,0.030165130282533956,29.450501881192544,124.13793103448276
steady,3000.0,8,90,6,3450.0,3449.825986078886,0.174013921113783,0.0064045236949716,0.7178680141771924,0.2391344238417866,-0.0019002102379278778,0.030165130282533956,27.55374929181288,124.13793103448276
steady,3000.0,8,90,7,3540.0,3539.7331786542923,0.26682134570773997,0.007173208681676,0.5767559181175916,0.1921275101447094,-0.0019002102379278778,0.030165130282533956,25.65830703175457,124.13793103448276
steady,3000.0,8,90,8,3630.0,3629.6403712296974,0.3596287703026064,0.00733289167982,0.4603922112333978,0.1533647188623307,-0.0019002102379278778,0.030165130282533956,23.70823137166875,124.13793103448276
steady,3000.0,8,100,1,3000.0,3000.290023201856,0.29002320185600183,0.6120631783160682,3.0098355350674755,1.0,-0.0015757018584862095,0.027115309828945,40.911109908337,137.9310344827586
steady,3000.0,8,100,2,3100.0,3100.348027842227,0.34802784222711125,0.1189942444772314,1.8327830276953323,0.608931287554303,-0.0015757018584862095,0.027115309828945,36.60539399256247,137.9310344827586
steady,3000.0,8,100,3,3200.0,3200.406032482598,0.40603248259822067,0.0379222030858895,1.3392814560227024,0.4449683181751251,-0.0015757018584862095,0.027115309828945,33.8833588705807,137.9310344827586
steady,3000.0,8,100,4,3300.0,3300.46403712297,0.46403712296978483,0.0135794529412984,1.0896268898534287,0.3620220696972405,-0.0015757018584862095,0.027115309828945,32.09381635211491,137.9310344827586
steady,3000.0,8,100,5,3400.0,3400.522041763341,0.5220417633408942,0.0063849302599076,0.9404459460378976,0.3124575861640275,-0.0015757018584862095,0.027115309828945,30.816926238110458,137.9310344827586
steady,3000.0,8,100,6,3500.0,3500.580046403712,0.5800464037120037,0.0053732840515083,0.6929946186546595,0.2302433507015936,-0.0015757018584862095,0.027115309828945,28.170033009156935,137.9310344827586
